transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ENSMUST00000021447.9	ENSMUSG00000021051	-	full	1404	1254	28	119	147	55	0.022328548644338118	0.094896331738437	0.11722488038277512	0.043859649122807015	0.19047619047619047
ENSMUST00000021450.6	ENSMUSG00000021054	-	full	1293	691	15	46	61	6	0.02170767004341534	0.06657018813314038	0.08827785817655572	0.008683068017366137	0.2459016393442623
ENSMUST00000176102.8	ENSMUSG00000056459	-	full	1320	123	4	6	10	4	0.032520325203252036	0.04878048780487805	0.08130081300813008	0.032520325203252036	0.4
ENSMUST00000042779.4	ENSMUSG00000033454	+	full	2142	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000080449.7	ENSMUSG00000059970	+	full	1902	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000075249.6	ENSMUSG00000052609	+	full	4026	3242	67	264	331	83	0.02066625539790253	0.08143121529919803	0.10209747069710055	0.025601480567550895	0.20241691842900303
ENSMUST00000041262.14	ENSMUSG00000090258	+	full	339	196	0	25	25	7	0.0	0.12755102040816327	0.12755102040816327	0.03571428571428571	0.0
ENSMUST00000110395.11	ENSMUSG00000059436	-	full	483	245	7	19	26	7	0.02857142857142857	0.07755102040816327	0.10612244897959183	0.02857142857142857	0.2692307692307692
ENSMUST00000177595.9	ENSMUSG00000021065	+	full	1728	1360	37	131	168	54	0.027205882352941177	0.09632352941176471	0.12352941176470589	0.039705882352941174	0.22023809523809523
ENSMUST00000110388.10	ENSMUSG00000047454	+	full	2319	2135	31	152	183	77	0.014519906323185013	0.07119437939110071	0.08571428571428572	0.036065573770491806	0.16939890710382513
ENSMUST00000082024.7	ENSMUSG00000021112	+	full	2028	1801	46	171	217	90	0.025541365907828985	0.09494725152692948	0.12048861743475847	0.04997223764575236	0.2119815668202765
ENSMUST00000021536.9	ENSMUSG00000021114	-	full	744	552	12	48	60	31	0.021739130434782608	0.08695652173913043	0.10869565217391304	0.05615942028985507	0.2
ENSMUST00000071230.8	ENSMUSG00000021116	+	full	948	772	9	80	89	48	0.011658031088082901	0.10362694300518134	0.11528497409326424	0.06217616580310881	0.10112359550561797
ENSMUST00000039928.7	ENSMUSG00000060716	+	full	4071	3865	113	307	420	104	0.02923673997412678	0.0794307891332471	0.10866752910737387	0.026908150064683053	0.26904761904761904
ENSMUST00000072154.9	ENSMUSG00000021120	-	full	567	424	4	39	43	10	0.009433962264150943	0.09198113207547169	0.10141509433962265	0.02358490566037736	0.09302325581395349
ENSMUST00000021550.7	ENSMUSG00000021125	+	full	1065	809	15	53	68	32	0.018541409147095178	0.06551297898640297	0.08405438813349815	0.03955500618046971	0.22058823529411764
ENSMUST00000055262.13	ENSMUSG00000021124	-	full	699	552	14	53	67	22	0.025362318840579712	0.09601449275362318	0.1213768115942029	0.03985507246376811	0.208955223880597
ENSMUST00000161204.8	ENSMUSG00000066441	-	full	951	795	11	59	70	26	0.013836477987421384	0.07421383647798742	0.0880503144654088	0.03270440251572327	0.15714285714285714
ENSMUST00000021547.8	ENSMUSG00000066440	-	full	7590	7336	186	596	782	200	0.02535441657579062	0.0812431842966194	0.10659760087241003	0.027262813522355506	0.23785166240409208
ENSMUST00000021552.3	ENSMUSG00000021127	-	full	1017	7	0	0	0	1	0.0	0.0	0.0	0.14285714285714285	NA
ENSMUST00000021554.16	ENSMUSG00000015143	-	full	2679	2470	73	190	263	61	0.029554655870445343	0.07692307692307693	0.10647773279352227	0.024696356275303644	0.27756653992395436
ENSMUST00000054145.8	ENSMUSG00000049106	-	full	2841	1024	21	64	85	24	0.0205078125	0.0625	0.0830078125	0.0234375	0.24705882352941178
ENSMUST00000038185.10	ENSMUSG00000032705	+	full	1953	1686	53	151	204	58	0.03143534994068802	0.08956109134045077	0.12099644128113879	0.03440094899169632	0.25980392156862747
ENSMUST00000085245.7	ENSMUSG00000048833	+	full	927	646	7	41	48	21	0.010835913312693499	0.06346749226006192	0.07430340557275542	0.032507739938080496	0.14583333333333334
ENSMUST00000220238.2	ENSMUSG00000021133	+	full	972	896	18	68	86	25	0.020089285714285716	0.07589285714285714	0.09598214285714286	0.027901785714285716	0.20930232558139536
ENSMUST00000110351.8	ENSMUSG00000021134	+	full	813	501	11	47	58	28	0.021956087824351298	0.09381237524950099	0.1157684630738523	0.05588822355289421	0.1896551724137931
ENSMUST00000110347.9	ENSMUSG00000021136	+	full	1392	1325	28	116	144	39	0.021132075471698115	0.08754716981132075	0.10867924528301887	0.02943396226415094	0.19444444444444445
ENSMUST00000163402.8	ENSMUSG00000090935	-	full	438	247	6	17	23	8	0.024291497975708502	0.06882591093117409	0.0931174089068826	0.032388663967611336	0.2608695652173913
ENSMUST00000161211.8	ENSMUSG00000002679	-	full	741	560	20	50	70	18	0.03571428571428571	0.08928571428571429	0.125	0.03214285714285714	0.2857142857142857
ENSMUST00000218362.2	ENSMUSG00000042734	+	full	660	660	12	72	84	15	0.01818181818181818	0.10909090909090909	0.12727272727272726	0.022727272727272728	0.14285714285714285
ENSMUST00000166429.9	ENSMUSG00000042700	+	full	5349	5155	88	397	485	160	0.017070805043646945	0.07701260911736178	0.09408341416100872	0.031037827352085354	0.18144329896907216
ENSMUST00000221919.2	ENSMUSG00000042628	-	full	2334	2051	38	172	210	74	0.018527547537786446	0.08386153096050707	0.10238907849829351	0.03607996099463676	0.18095238095238095
ENSMUST00000048155.16	ENSMUSG00000010608	+	full	2517	2374	56	309	365	97	0.02358887952822241	0.13016006739679864	0.15374894692502106	0.040859309182813816	0.15342465753424658
ENSMUST00000041806.13	ENSMUSG00000019969	+	full	1404	1198	29	94	123	38	0.024207011686143573	0.07846410684474124	0.10267111853088481	0.03171953255425709	0.23577235772357724
ENSMUST00000123491.8	ENSMUSG00000042523	+	full	573	482	5	53	58	22	0.01037344398340249	0.10995850622406639	0.12033195020746888	0.04564315352697095	0.08620689655172414
ENSMUST00000046266.13	ENSMUSG00000042507	-	full	3270	3060	92	198	290	71	0.030065359477124184	0.06470588235294118	0.09477124183006536	0.023202614379084968	0.31724137931034485
ENSMUST00000123614.8	ENSMUSG00000072946	+	full	1056	929	25	80	105	38	0.02691065662002153	0.0861141011840689	0.11302475780409042	0.04090419806243272	0.23809523809523808
ENSMUST00000065536.9	ENSMUSG00000021234	-	full	1770	1761	44	154	198	49	0.02498580352072686	0.08745031232254401	0.11243611584327087	0.027825099375354913	0.2222222222222222
ENSMUST00000021662.12	ENSMUSG00000021236	-	full	1284	1147	27	97	124	38	0.023539668700959023	0.08456843940714909	0.10810810810810811	0.03312990409764603	0.21774193548387097
ENSMUST00000085192.7	ENSMUSG00000021238	-	full	1608	1453	26	107	133	47	0.017894012388162423	0.07364074328974536	0.09153475567790778	0.03234686854783207	0.19548872180451127
ENSMUST00000021668.10	ENSMUSG00000021242	-	full	450	313	6	19	25	7	0.019169329073482427	0.06070287539936102	0.07987220447284345	0.022364217252396165	0.24
ENSMUST00000043169.14	ENSMUSG00000042350	-	full	2472	2319	46	197	243	95	0.019836136265631736	0.08495040965933592	0.10478654592496765	0.040965933592065545	0.18930041152263374
ENSMUST00000168977.8	ENSMUSG00000021244	+	full	4302	4286	139	338	477	130	0.03243117125524965	0.07886140923938405	0.1112925804946337	0.03033131124591694	0.2914046121593291
ENSMUST00000053811.10	ENSMUSG00000004789	+	full	1365	1180	14	84	98	43	0.011864406779661017	0.0711864406779661	0.08305084745762711	0.036440677966101696	0.14285714285714285
ENSMUST00000221972.2	ENSMUSG00000019235	-	full	1635	1474	47	99	146	37	0.03188602442333786	0.06716417910447761	0.09905020352781546	0.025101763907734057	0.3219178082191781
ENSMUST00000004910.12	ENSMUSG00000004788	+	full	1056	848	9	61	70	22	0.01061320754716981	0.07193396226415094	0.08254716981132075	0.025943396226415096	0.12857142857142856
ENSMUST00000019378.8	ENSMUSG00000021245	-	full	4236	4078	76	399	475	207	0.018636586562040217	0.09784207945071113	0.11647866601275135	0.05076017655713585	0.16
ENSMUST00000008966.13	ENSMUSG00000008822	-	full	300	34	0	3	3	0	0.0	0.08823529411764706	0.08823529411764706	0.0	0.0
ENSMUST00000040992.8	ENSMUSG00000034290	-	full	2955	2782	60	233	293	81	0.021567217828900073	0.08375269590222861	0.10531991373112869	0.029115744069015098	0.20477815699658702
ENSMUST00000040766.9	ENSMUSG00000021248	-	full	660	488	5	39	44	12	0.010245901639344262	0.07991803278688525	0.09016393442622951	0.02459016393442623	0.11363636363636363
ENSMUST00000021674.7	ENSMUSG00000021250	+	full	1143	451	9	30	39	8	0.019955654101995565	0.06651884700665188	0.08647450110864745	0.017738359201773836	0.23076923076923078
ENSMUST00000177587.9	ENSMUSG00000034271	+	full	492	256	3	20	23	10	0.01171875	0.078125	0.08984375	0.0390625	0.13043478260869565
ENSMUST00000021676.12	ENSMUSG00000021252	-	full	423	293	7	16	23	6	0.023890784982935155	0.05460750853242321	0.07849829351535836	0.020477815699658702	0.30434782608695654
ENSMUST00000003687.8	ENSMUSG00000021253	-	full	1239	1030	19	89	108	30	0.018446601941747572	0.08640776699029126	0.10485436893203884	0.02912621359223301	0.17592592592592593
ENSMUST00000021682.9	ENSMUSG00000021257	-	full	2004	1793	60	132	192	42	0.03346346904629113	0.0736196319018405	0.10708310094813163	0.023424428332403793	0.3125
ENSMUST00000038422.8	ENSMUSG00000034168	-	full	2328	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000187814.7	ENSMUSG00000034157	+	full	1299	361	5	32	37	9	0.013850415512465374	0.0886426592797784	0.10249307479224377	0.024930747922437674	0.13513513513513514
ENSMUST00000037788.6	ENSMUSG00000034126	-	full	2463	2307	48	135	183	66	0.02080624187256177	0.05851755526657997	0.07932379713914174	0.02860858257477243	0.26229508196721313
ENSMUST00000063117.10	ENSMUSG00000021033	+	full	651	474	20	34	54	17	0.04219409282700422	0.07172995780590717	0.11392405063291139	0.035864978902953586	0.37037037037037035
ENSMUST00000037418.7	ENSMUSG00000034111	-	full	981	713	19	48	67	20	0.02664796633941094	0.06732117812061711	0.09396914446002805	0.028050490883590462	0.2835820895522388
ENSMUST00000072744.15	ENSMUSG00000021038	-	full	1476	1405	31	120	151	58	0.02206405693950178	0.08540925266903915	0.10747330960854093	0.04128113879003559	0.2052980132450331
ENSMUST00000021425.8	ENSMUSG00000021037	+	full	1017	794	14	75	89	33	0.017632241813602016	0.09445843828715365	0.11209068010075567	0.041561712846347604	0.15730337078651685
ENSMUST00000021424.5	ENSMUSG00000021036	-	full	1683	1513	19	150	169	52	0.01255783212161269	0.0991407799074686	0.1116986120290813	0.034368803701255786	0.11242603550295859
ENSMUST00000101165.9	ENSMUSG00000021044	+	full	1578	1350	31	86	117	45	0.022962962962962963	0.0637037037037037	0.08666666666666667	0.03333333333333333	0.26495726495726496
ENSMUST00000141429.8	ENSMUSG00000061533	-	full	3309	3122	98	341	439	138	0.03139013452914798	0.10922485586162717	0.14061499039077516	0.044202434336963484	0.22323462414578588
ENSMUST00000021345.14	ENSMUSG00000020962	-	full	1137	979	62	60	122	33	0.06332992849846783	0.06128702757916241	0.12461695607763024	0.033707865168539325	0.5081967213114754
ENSMUST00000052969.15	ENSMUSG00000020961	-	full	2688	2554	47	173	220	76	0.01840250587314017	0.06773688332028191	0.08613938919342208	0.02975724353954581	0.21363636363636362
ENSMUST00000021347.12	ENSMUSG00000020964	-	full	2373	2113	51	190	241	82	0.024136299100804542	0.08991954566966398	0.11405584477046853	0.03880738286796025	0.21161825726141079
ENSMUST00000048402.12	ENSMUSG00000021007	+	full	1749	1129	23	110	133	49	0.02037201062887511	0.09743135518157661	0.11780336581045173	0.043401240035429584	0.17293233082706766
ENSMUST00000170188.8	ENSMUSG00000021009	-	full	3531	3352	78	266	344	84	0.023269689737470168	0.07935560859188544	0.1026252983293556	0.025059665871121718	0.22674418604651161
ENSMUST00000046859.12	ENSMUSG00000033713	-	full	1374	777	18	63	81	25	0.023166023166023165	0.08108108108108109	0.10424710424710425	0.032175032175032175	0.2222222222222222
ENSMUST00000046485.5	ENSMUSG00000021176	-	full	489	360	5	35	40	16	0.013888888888888888	0.09722222222222222	0.1111111111111111	0.044444444444444446	0.125
ENSMUST00000153627.8	ENSMUSG00000021177	+	full	1830	1706	48	142	190	51	0.02813599062133646	0.08323563892145369	0.11137162954279015	0.029894490035169988	0.25263157894736843
ENSMUST00000021595.10	ENSMUSG00000021178	+	full	1323	1138	17	112	129	45	0.014938488576449912	0.0984182776801406	0.11335676625659051	0.03954305799648506	0.13178294573643412
ENSMUST00000110082.11	ENSMUSG00000001175	+	full	450	371	5	30	35	21	0.013477088948787063	0.08086253369272237	0.09433962264150944	0.05660377358490566	0.14285714285714285
ENSMUST00000222731.2	ENSMUSG00000021180	-	full	2397	2107	33	195	228	97	0.01566207878500237	0.09254864736592311	0.10821072615092549	0.04603701945894637	0.14473684210526316
ENSMUST00000048305.10	ENSMUSG00000041846	-	full	2463	2302	49	225	274	111	0.021285838401390096	0.09774109470026064	0.11902693310165074	0.04821894005212858	0.17883211678832117
ENSMUST00000021603.9	ENSMUSG00000021186	-	full	1347	1135	30	107	137	29	0.02643171806167401	0.09427312775330396	0.12070484581497798	0.02555066079295154	0.21897810218978103
ENSMUST00000021605.14	ENSMUSG00000021188	-	full	5931	5660	212	635	847	282	0.03745583038869258	0.11219081272084806	0.14964664310954062	0.04982332155477032	0.2502951593860685
ENSMUST00000021606.12	ENSMUSG00000021189	-	full	1068	920	34	88	122	42	0.03695652173913044	0.09565217391304348	0.13260869565217392	0.04565217391304348	0.2786885245901639
ENSMUST00000110020.8	ENSMUSG00000021190	-	full	1308	1215	22	89	111	43	0.01810699588477366	0.07325102880658436	0.09135802469135802	0.03539094650205761	0.1981981981981982
ENSMUST00000179218.9	ENSMUSG00000021192	+	full	2190	2059	72	185	257	85	0.034968431277319086	0.08984944147644487	0.12481787275376396	0.0412821758135017	0.2801556420233463
ENSMUST00000046518.12	ENSMUSG00000057963	-	full	1260	851	16	69	85	18	0.01880141010575793	0.08108108108108109	0.099882491186839	0.021151586368977675	0.18823529411764706
ENSMUST00000057416.8	ENSMUSG00000046675	+	full	492	30	0	4	4	1	0.0	0.13333333333333333	0.13333333333333333	0.03333333333333333	0.0
ENSMUST00000046404.8	ENSMUSG00000041712	+	full	1278	1135	22	129	151	49	0.019383259911894272	0.11365638766519824	0.13303964757709252	0.04317180616740088	0.1456953642384106
ENSMUST00000223554.2	ENSMUSG00000041702	-	full	3393	2521	51	211	262	98	0.02023006743355811	0.08369694565648553	0.10392701309004364	0.03887346291154304	0.1946564885496183
ENSMUST00000021620.13	ENSMUSG00000021203	+	full	705	448	7	42	49	15	0.015625	0.09375	0.109375	0.033482142857142856	0.14285714285714285
ENSMUST00000066701.13	ENSMUSG00000064215	+	full	648	380	1	20	21	11	0.002631578947368421	0.05263157894736842	0.05526315789473684	0.02894736842105263	0.047619047619047616
ENSMUST00000041987.8	ENSMUSG00000041415	-	full	5751	5535	92	540	632	235	0.016621499548328818	0.0975609756097561	0.11418247515808491	0.04245709123757904	0.14556962025316456
ENSMUST00000051934.7	ENSMUSG00000044715	+	full	435	223	1	18	19	7	0.004484304932735426	0.08071748878923767	0.08520179372197309	0.03139013452914798	0.05263157894736842
ENSMUST00000109901.9	ENSMUSG00000021111	+	full	2220	2074	42	180	222	100	0.020250723240115717	0.08678881388621022	0.10703953712632594	0.048216007714561235	0.1891891891891892
ENSMUST00000072040.7	ENSMUSG00000021115	+	full	1191	1109	17	120	137	46	0.015329125338142471	0.10820559062218214	0.12353471596032461	0.04147880973850315	0.12408759124087591
ENSMUST00000109891.3	ENSMUSG00000048251	-	full	2439	374	7	29	36	12	0.01871657754010695	0.07754010695187166	0.0962566844919786	0.03208556149732621	0.19444444444444445
ENSMUST00000071095.14	ENSMUSG00000056770	-	full	1785	1288	32	110	142	49	0.024844720496894408	0.08540372670807453	0.11024844720496894	0.03804347826086957	0.22535211267605634
ENSMUST00000221167.2	ENSMUSG00000021258	+	full	1749	1073	51	93	144	27	0.047530288909599254	0.08667287977632805	0.1342031686859273	0.02516309412861137	0.3541666666666667
ENSMUST00000109860.8	ENSMUSG00000058070	+	full	2445	2269	45	169	214	53	0.01983252534156016	0.0744821507271926	0.09431467606875275	0.023358307624504186	0.2102803738317757
ENSMUST00000109854.9	ENSMUSG00000021262	+	full	1200	1112	30	78	108	30	0.02697841726618705	0.07014388489208633	0.09712230215827339	0.02697841726618705	0.2777777777777778
ENSMUST00000021692.9	ENSMUSG00000021264	+	full	1245	1012	13	81	94	24	0.012845849802371542	0.0800395256916996	0.09288537549407115	0.023715415019762844	0.13829787234042554
ENSMUST00000161410.8	ENSMUSG00000021266	-	full	1428	1216	24	83	107	34	0.019736842105263157	0.06825657894736842	0.08799342105263158	0.027960526315789474	0.22429906542056074
ENSMUST00000094361.11	ENSMUSG00000021270	-	full	2202	2042	32	249	281	92	0.015670910871694418	0.12193927522037218	0.1376101860920666	0.04505386875612145	0.11387900355871886
ENSMUST00000095410.8	ENSMUSG00000037957	+	full	1710	382	6	28	34	9	0.015706806282722512	0.07329842931937172	0.08900523560209424	0.02356020942408377	0.17647058823529413
ENSMUST00000070565.15	ENSMUSG00000056458	-	full	1263	1132	29	105	134	37	0.02561837455830389	0.09275618374558305	0.11837455830388692	0.03268551236749117	0.21641791044776118
ENSMUST00000043716.9	ENSMUSG00000021276	-	full	639	386	4	45	49	18	0.010362694300518135	0.11658031088082901	0.12694300518134716	0.046632124352331605	0.08163265306122448
ENSMUST00000165978.3	ENSMUSG00000021275	+	full	4272	4070	115	279	394	107	0.028255528255528257	0.06855036855036856	0.09680589680589681	0.02628992628992629	0.2918781725888325
ENSMUST00000128353.8	ENSMUSG00000037904	-	full	981	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000084968.14	ENSMUSG00000037896	+	full	1443	1351	37	113	150	39	0.027387120651369355	0.08364174685418209	0.11102886750555144	0.028867505551443375	0.24666666666666667
ENSMUST00000021706.11	ENSMUSG00000021277	+	full	1704	1082	27	114	141	32	0.024953789279112754	0.10536044362292052	0.13031423290203328	0.029574861367837338	0.19148936170212766
ENSMUST00000041965.5	ENSMUSG00000021279	-	full	5142	4960	121	443	564	137	0.02439516129032258	0.08931451612903225	0.11370967741935484	0.027620967741935485	0.21453900709219859
ENSMUST00000102745.10	ENSMUSG00000021281	+	full	2076	1884	52	142	194	42	0.027600849256900213	0.07537154989384288	0.1029723991507431	0.022292993630573247	0.26804123711340205
ENSMUST00000166123.9	ENSMUSG00000021282	+	full	1290	1150	14	127	141	60	0.01217391304347826	0.11043478260869566	0.12260869565217392	0.05217391304347826	0.09929078014184398
ENSMUST00000221753.2	ENSMUSG00000007411	+	full	2394	1998	30	167	197	84	0.015015015015015015	0.08358358358358359	0.0985985985985986	0.042042042042042045	0.15228426395939088
ENSMUST00000001304.9	ENSMUSG00000001270	-	full	1146	917	16	52	68	23	0.017448200654307525	0.05670665212649945	0.07415485278080698	0.025081788440567066	0.23529411764705882
ENSMUST00000084947.10	ENSMUSG00000060950	+	full	873	548	12	27	39	14	0.021897810218978103	0.04927007299270073	0.07116788321167883	0.025547445255474453	0.3076923076923077
ENSMUST00000054636.7	ENSMUSG00000049792	-	full	1344	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000021714.9	ENSMUSG00000021286	+	full	705	619	12	51	63	9	0.01938610662358643	0.08239095315024232	0.10177705977382875	0.014539579967689823	0.19047619047619047
ENSMUST00000054815.15	ENSMUSG00000021285	-	full	3264	3172	89	256	345	102	0.028058007566204288	0.0807061790668348	0.10876418663303909	0.03215636822194199	0.2579710144927536
ENSMUST00000101029.4	ENSMUSG00000037679	+	full	3816	3767	90	242	332	81	0.02389169100079639	0.06424210246880807	0.08813379346960445	0.02150252190071675	0.2710843373493976
ENSMUST00000021728.12	ENSMUSG00000064326	+	full	528	420	11	39	50	10	0.02619047619047619	0.09285714285714286	0.11904761904761904	0.023809523809523808	0.22
ENSMUST00000001780.10	ENSMUSG00000001729	-	full	1443	1313	25	109	134	31	0.01904036557501904	0.08301599390708302	0.10205635948210205	0.02361005331302361	0.1865671641791045
ENSMUST00000101018.11	ENSMUSG00000072825	+	full	4725	4427	99	262	361	120	0.022362773887508472	0.059182290490173935	0.0815450643776824	0.02710639259091936	0.2742382271468144
ENSMUST00000062092.7	ENSMUSG00000047832	-	full	714	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000075827.5	ENSMUSG00000002799	-	full	3744	3197	60	263	323	67	0.01876759461995621	0.08226462308414138	0.1010322177040976	0.020957147325617768	0.18575851393188855
ENSMUST00000221397.2	ENSMUSG00000002804	-	full	669	378	11	26	37	8	0.0291005291005291	0.06878306878306878	0.09788359788359788	0.021164021164021163	0.2972972972972973
ENSMUST00000223502.2	ENSMUSG00000021143	+	full	2685	2516	56	176	232	64	0.022257551669316374	0.06995230524642289	0.09220985691573927	0.025437201907790145	0.2413793103448276
ENSMUST00000109726.8	ENSMUSG00000021144	+	full	2097	1896	37	147	184	52	0.019514767932489453	0.07753164556962025	0.0970464135021097	0.027426160337552744	0.20108695652173914
ENSMUST00000084882.9	ENSMUSG00000006356	+	full	627	509	6	51	57	16	0.011787819253438114	0.10019646365422397	0.11198428290766209	0.03143418467583497	0.10526315789473684
ENSMUST00000058491.8	ENSMUSG00000049036	+	full	957	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000100986.4	ENSMUSG00000021171	+	full	2538	2442	51	185	236	93	0.020884520884520884	0.07575757575757576	0.09664209664209664	0.038083538083538086	0.21610169491525424
ENSMUST00000084828.5	ENSMUSG00000042029	+	full	3417	3315	66	325	391	146	0.019909502262443438	0.09803921568627451	0.11794871794871795	0.0440422322775264	0.16879795396419436
ENSMUST00000109691.4	ENSMUSG00000041992	+	full	2445	2276	54	226	280	88	0.023725834797891036	0.09929701230228472	0.12302284710017575	0.03866432337434095	0.19285714285714287
ENSMUST00000021592.16	ENSMUSG00000021175	+	full	1317	1248	20	125	145	44	0.016025641025641024	0.10016025641025642	0.11618589743589744	0.035256410256410256	0.13793103448275862
ENSMUST00000222314.2	ENSMUSG00000025323	-	full	2349	2051	110	107	217	67	0.05363237445148708	0.052169673330082884	0.10580204778156997	0.03266699171136031	0.5069124423963134
ENSMUST00000026360.9	ENSMUSG00000025321	-	full	2304	2131	44	212	256	85	0.020647583294228063	0.0994838104176443	0.12013139371187236	0.03988737681839512	0.171875
ENSMUST00000223396.2	ENSMUSG00000021218	+	full	1338	1141	15	126	141	49	0.013146362839614373	0.11042944785276074	0.12357581069237511	0.04294478527607362	0.10638297872340426
ENSMUST00000042288.8	ENSMUSG00000033781	+	full	837	659	11	45	56	19	0.01669195751138088	0.06828528072837632	0.08497723823975721	0.028831562974203338	0.19642857142857142
ENSMUST00000099946.6	ENSMUSG00000021215	-	full	1626	1172	31	108	139	42	0.026450511945392493	0.09215017064846416	0.11860068259385666	0.03583617747440273	0.22302158273381295
ENSMUST00000021634.4	ENSMUSG00000021213	+	full	972	879	23	91	114	37	0.026166097838452786	0.10352673492605233	0.1296928327645051	0.04209328782707622	0.20175438596491227
ENSMUST00000000080.8	ENSMUSG00000000078	+	full	957	855	15	82	97	31	0.017543859649122806	0.09590643274853801	0.11345029239766082	0.03625730994152047	0.15463917525773196
ENSMUST00000138703.8	ENSMUSG00000021196	-	full	2355	2172	37	174	211	69	0.01703499079189687	0.08011049723756906	0.09714548802946593	0.031767955801104975	0.17535545023696683
ENSMUST00000054251.13	ENSMUSG00000021147	-	full	1491	1309	34	95	129	52	0.025974025974025976	0.07257448433919023	0.0985485103132162	0.03972498090145149	0.26356589147286824
ENSMUST00000240539.1	ENSMUSG00000058258	+	full	684	316	5	30	35	22	0.015822784810126583	0.0949367088607595	0.11075949367088607	0.06962025316455696	0.14285714285714285
ENSMUST00000222098.2	ENSMUSG00000021149	-	full	1905	1702	41	176	217	74	0.02408930669800235	0.10340775558166862	0.12749706227967098	0.043478260869565216	0.1889400921658986
ENSMUST00000188211.8	ENSMUSG00000033499	+	full	2226	1885	44	157	201	77	0.023342175066312996	0.08328912466843501	0.10663129973474801	0.04084880636604774	0.21890547263681592
ENSMUST00000174552.8	ENSMUSG00000048264	+	full	4671	4368	96	326	422	140	0.02197802197802198	0.07463369963369963	0.09661172161172162	0.03205128205128205	0.22748815165876776
ENSMUST00000110636.9	ENSMUSG00000021156	-	full	1809	1636	47	169	216	60	0.028728606356968216	0.10330073349633252	0.13202933985330073	0.03667481662591687	0.2175925925925926
ENSMUST00000099856.6	ENSMUSG00000021311	-	full	3762	3625	52	310	362	156	0.014344827586206896	0.08551724137931034	0.09986206896551725	0.04303448275862069	0.143646408839779
ENSMUST00000059270.10	ENSMUSG00000050244	+	full	6432	6293	135	547	682	254	0.02145240743683458	0.08692197679961862	0.10837438423645321	0.040362307325599873	0.19794721407624633
ENSMUST00000124888.8	ENSMUSG00000057554	-	full	951	751	17	54	71	31	0.022636484687083888	0.07190412782956059	0.09454061251664447	0.041278295605858856	0.23943661971830985
ENSMUST00000021738.10	ENSMUSG00000021306	-	full	1158	996	18	70	88	18	0.018072289156626505	0.07028112449799197	0.08835341365461848	0.018072289156626505	0.20454545454545456
ENSMUST00000099747.5	ENSMUSG00000039242	+	full	1515	1324	36	96	132	44	0.027190332326283987	0.07250755287009064	0.09969788519637462	0.03323262839879154	0.2727272727272727
ENSMUST00000170957.3	ENSMUSG00000021302	-	full	903	91	2	14	16	6	0.02197802197802198	0.15384615384615385	0.17582417582417584	0.06593406593406594	0.125
ENSMUST00000110534.8	ENSMUSG00000039219	+	full	3945	3767	55	468	523	217	0.014600477833820015	0.12423679320414123	0.13883727103796123	0.057605521635253516	0.10516252390057361
ENSMUST00000110510.4	ENSMUSG00000021318	+	full	4752	2381	43	183	226	70	0.018059638807223857	0.07685846283074338	0.09491810163796724	0.029399412011759767	0.1902654867256637
ENSMUST00000049744.4	ENSMUSG00000012429	+	full	537	286	4	9	13	3	0.013986013986013986	0.03146853146853147	0.045454545454545456	0.01048951048951049	0.3076923076923077
ENSMUST00000009003.9	ENSMUSG00000008859	-	full	621	448	9	41	50	14	0.020089285714285716	0.09151785714285714	0.11160714285714286	0.03125	0.18
ENSMUST00000200466.5	ENSMUSG00000021314	+	full	2073	1915	42	163	205	58	0.02193211488250653	0.08511749347258486	0.10704960835509138	0.030287206266318537	0.2048780487804878
ENSMUST00000002885.8	ENSMUSG00000002808	-	full	675	428	19	30	49	6	0.04439252336448598	0.07009345794392523	0.11448598130841121	0.014018691588785047	0.3877551020408163
ENSMUST00000072519.7	ENSMUSG00000041112	+	full	2184	1933	54	155	209	70	0.02793585100879462	0.0801862390067253	0.10812209001551992	0.03621314019658562	0.2583732057416268
ENSMUST00000225545.2	ENSMUSG00000036721	+	full	1506	494	19	54	73	19	0.038461538461538464	0.10931174089068826	0.14777327935222673	0.038461538461538464	0.2602739726027397
ENSMUST00000070785.16	ENSMUSG00000021327	-	full	1662	704	22	60	82	16	0.03125	0.08522727272727272	0.11647727272727272	0.022727272727272728	0.2682926829268293
ENSMUST00000110485.3	ENSMUSG00000022228	-	full	1401	452	15	46	61	7	0.033185840707964605	0.10176991150442478	0.13495575221238937	0.015486725663716814	0.2459016393442623
ENSMUST00000045228.12	ENSMUSG00000063894	-	full	1767	755	25	62	87	17	0.033112582781456956	0.08211920529801324	0.1152317880794702	0.022516556291390728	0.28735632183908044
ENSMUST00000050101.9	ENSMUSG00000046351	-	full	1233	0	0	0	0	0	NA	NA	NA	NA	NA
