bovine_ensembl_gene_id	human_gene_id	mouse_return_gene	3utr_pid_aln_mean	3utr_pid_shorter_mean	3utr_pid_longer_mean	3utr_pct_gaps_mean	3utr_coverage_mean	5utr_pid_aln_mean	5utr_pid_shorter_mean	5utr_pid_longer_mean	5utr_pct_gaps_mean	5utr_coverage_mean	cds_pid_aln_mean	cds_pid_shorter_mean	cds_pid_longer_mean	cds_pct_gaps_mean	cds_coverage_mean	alignment_file_3utr	alignment_file_5utr	alignment_file_cds
ENSBTAG00000054934	ENSG00000220205	ENSMUSG00000020894	29.1807	88.4943	30.2779	66.3113	97.4373	26.7457	80.4561	38.8918	71.0145	77.4704	62.0841	93.9221	72.7397	33.8983	88.7006	alignment_seq_extracted/aln_fasta/ENSBTAG00000054934__ENSG00000220205__ENSMUSG00000020894.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000054934__ENSG00000220205__ENSMUSG00000020894.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000054934__ENSG00000220205__ENSMUSG00000020894.CDS.aln.fa
ENSBTAG00000002881	ENSG00000221838	ENSMUSG00000019518	23.0347	59.5865	23.5749	64.153	96.6636	12.6984	88.8889	14.9912	84.4797	79.3651	84.7042	86.6989	85.3231	2.381	99.3506	alignment_seq_extracted/aln_fasta/ENSBTAG00000002881__ENSG00000221838__ENSMUSG00000019518.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002881__ENSG00000221838__ENSMUSG00000019518.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002881__ENSG00000221838__ENSMUSG00000019518.CDS.aln.fa
ENSBTAG00000046307	ENSG00000221869	ENSMUSG00000056501	8.8321	29.4188	17.463	83.6496	76.3504	28.869	57.041	32.637	50.0	90.4762	50.9612	64.3621	60.8904	29.3255	92.9619	alignment_seq_extracted/aln_fasta/ENSBTAG00000046307__ENSG00000221869__ENSMUSG00000056501.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000046307__ENSG00000221869__ENSMUSG00000056501.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000046307__ENSG00000221869__ENSMUSG00000056501.CDS.aln.fa
ENSBTAG00000030282	ENSG00000221886	ENSMUSG00000034173	17.4027	54.9239	19.5649	73.7324	84.2983	20.1356	48.7142	21.7151	69.6922	89.6714	48.8038	62.8571	55.9195	23.1695	92.5475	alignment_seq_extracted/aln_fasta/ENSBTAG00000030282__ENSG00000221886__ENSMUSG00000034173.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000030282__ENSG00000221886__ENSMUSG00000034173.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000030282__ENSG00000221886__ENSMUSG00000034173.CDS.aln.fa
ENSBTAG00000000109	ENSG00000221890	ENSMUSG00000022421	24.3117	61.1354	27.385	64.3576	90.1569	64.7887	79.1428	71.1627	26.4476	99.2175	87.9352	89.1193	88.2836	1.5303	99.8004	alignment_seq_extracted/aln_fasta/ENSBTAG00000000109__ENSG00000221890__ENSMUSG00000022421.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000109__ENSG00000221890__ENSMUSG00000022421.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000109__ENSG00000221890__ENSMUSG00000022421.CDS.aln.fa
ENSBTAG00000018317	ENSG00000221914	ENSMUSG00000022052	51.1111	79.6565	55.9446	39.0741	95.582	27.7937	48.4568	28.1057	58.1662	99.7135	87.4685	94.6925	89.8582	7.6289	97.457	alignment_seq_extracted/aln_fasta/ENSBTAG00000018317__ENSG00000221914__ENSMUSG00000022052.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018317__ENSG00000221914__ENSMUSG00000022052.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018317__ENSG00000221914__ENSMUSG00000022052.CDS.aln.fa
ENSBTAG00000002605	ENSG00000221926	ENSMUSG00000020773	9.3152	35.3401	14.2897	79.4814	75.1007	1.8701	42.3077	2.3537	97.0144	69.521	45.6662	56.0959	51.7318	22.9196	93.7549	alignment_seq_extracted/aln_fasta/ENSBTAG00000002605__ENSG00000221926__ENSMUSG00000020773.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002605__ENSG00000221926__ENSMUSG00000020773.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002605__ENSG00000221926__ENSMUSG00000020773.CDS.aln.fa
ENSBTAG00000000496	ENSG00000221955	ENSMUSG00000024597	7.9206	40.4016	11.3846	83.523	79.8639	11.2928	46.5116	17.9719	75.8567	77.2586	35.1012	60.4147	46.098	44.1439	87.1299	alignment_seq_extracted/aln_fasta/ENSBTAG00000000496__ENSG00000221955__ENSMUSG00000024597.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000496__ENSG00000221955__ENSMUSG00000024597.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000496__ENSG00000221955__ENSMUSG00000024597.CDS.aln.fa
ENSBTAG00000015511	ENSG00000221968	ENSMUSG00000024665	2.8128	14.6991	2.826	93.732	72.8904	18.9162	52.8211	26.5164	64.6217	83.4356	72.9678	75.69	74.1115	3.8961	98.7013	alignment_seq_extracted/aln_fasta/ENSBTAG00000015511__ENSG00000221968__ENSMUSG00000024665.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015511__ENSG00000221968__ENSMUSG00000024665.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015511__ENSG00000221968__ENSMUSG00000024665.CDS.aln.fa
ENSBTAG00000004873	ENSG00000221978	ENSMUSG00000029068	32.6632	71.4304	41.1728	55.3826	85.3869	46.5409	75.6263	51.5078	38.9937	91.195	85.398	85.7791	85.562	0.5747	99.9361	alignment_seq_extracted/aln_fasta/ENSBTAG00000004873__ENSG00000221978__ENSMUSG00000029068.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004873__ENSG00000221978__ENSMUSG00000029068.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004873__ENSG00000221978__ENSMUSG00000029068.CDS.aln.fa
ENSBTAG00000007737	ENSG00000221983	ENSMUSG00000008348	2.003	50.1471	11.1821	96.5189	68.1586	4.9844	33.8191	6.3122	89.2004	76.0125	12.9972	72.2372	29.8883	83.7675	72.0868	alignment_seq_extracted/aln_fasta/ENSBTAG00000007737__ENSG00000221983__ENSMUSG00000008348.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007737__ENSG00000221983__ENSMUSG00000008348.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007737__ENSG00000221983__ENSMUSG00000008348.CDS.aln.fa
ENSBTAG00000004436	ENSG00000221988	ENSMUSG00000015474	72.3279	79.5963	74.8863	10.6431	98.0525	21.2029	49.9303	27.738	61.9776	82.263	74.7781	89.5856	79.6816	16.5289	94.4904	alignment_seq_extracted/aln_fasta/ENSBTAG00000004436__ENSG00000221988__ENSMUSG00000015474.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004436__ENSG00000221988__ENSMUSG00000015474.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004436__ENSG00000221988__ENSMUSG00000015474.CDS.aln.fa
ENSBTAG00000007623	ENSG00000224051	ENSMUSG00000029073	26.7111	47.0759	34.0488	49.3156	87.5694	26.7617	42.502	29.901	44.6556	95.4078	71.746	81.5113	75.2073	12.2449	95.9184	alignment_seq_extracted/aln_fasta/ENSBTAG00000007623__ENSG00000224051__ENSMUSG00000029073.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007623__ENSG00000224051__ENSMUSG00000029073.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007623__ENSG00000224051__ENSMUSG00000029073.CDS.aln.fa
ENSBTAG00000046255	ENSG00000224470	ENSMUSG00000069895	64.2404	77.754	69.2161	20.0283	95.4724	28.5822	79.0242	43.8478	67.1569	78.2428	89.9839	90.2455	90.0698	0.3382	99.9517	alignment_seq_extracted/aln_fasta/ENSBTAG00000046255__ENSG00000224470__ENSMUSG00000069895.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000046255__ENSG00000224470__ENSMUSG00000069895.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000046255__ENSG00000224470__ENSMUSG00000069895.CDS.aln.fa
ENSBTAG00000020359	ENSG00000225190	ENSMUSG00000034247	25.428	56.408	31.0461	60.6917	88.6016	32.2275	57.3971	38.8072	44.7077	87.2038	81.3342	83.0291	82.1037	2.4977	99.5375	alignment_seq_extracted/aln_fasta/ENSBTAG00000020359__ENSG00000225190__ENSMUSG00000034247.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020359__ENSG00000225190__ENSMUSG00000034247.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020359__ENSG00000225190__ENSMUSG00000034247.CDS.aln.fa
ENSBTAG00000019812	ENSG00000225663	ENSMUSG00000025732	29.1262	53.4379	30.7613	52.0316	95.2895	1.0485	57.8803	13.2209	98.3948	67.521	41.6839	64.8432	48.0504	34.5756	91.5114	alignment_seq_extracted/aln_fasta/ENSBTAG00000019812__ENSG00000225663__ENSMUSG00000025732.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019812__ENSG00000225663__ENSMUSG00000025732.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019812__ENSG00000225663__ENSMUSG00000025732.CDS.aln.fa
ENSBTAG00000032527	ENSG00000225830	ENSMUSG00000054051	19.6397	55.7609	24.3648	70.1499	86.4764	25.1667	44.2959	26.6649	41.6667	95.6667	78.0271	81.9058	79.6814	5.3205	98.5256	alignment_seq_extracted/aln_fasta/ENSBTAG00000032527__ENSG00000225830__ENSMUSG00000054051.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000032527__ENSG00000225830__ENSMUSG00000054051.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000032527__ENSG00000225830__ENSMUSG00000054051.CDS.aln.fa
ENSBTAG00000026829	ENSG00000226479	ENSMUSG00000098923	11.8065	56.5719	17.5435	81.2546	76.8189	30.783	60.6446	39.2678	54.4519	85.5481	88.8572	88.8572	88.8572	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000026829__ENSG00000226479__ENSMUSG00000098923.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000026829__ENSG00000226479__ENSMUSG00000098923.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000026829__ENSG00000226479__ENSMUSG00000098923.CDS.aln.fa
ENSBTAG00000023018	ENSG00000227345	ENSMUSG00000021911	46.2754	65.9374	52.7497	34.0858	92.6511	61.2474	74.6759	66.453	20.5521	94.9898	87.1393	88.1167	87.1689	1.1588	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000023018__ENSG00000227345__ENSMUSG00000021911.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000023018__ENSG00000227345__ENSMUSG00000021911.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000023018__ENSG00000227345__ENSMUSG00000021911.CDS.aln.fa
ENSBTAG00000045762	ENSG00000227500	ENSMUSG00000040722	22.9561	38.359	27.2126	44.4086	90.0389	16.2011	36.8742	19.2459	61.6387	85.2886	63.7718	71.8206	67.0274	12.2605	96.1686	alignment_seq_extracted/aln_fasta/ENSBTAG00000045762__ENSG00000227500__ENSMUSG00000040722.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000045762__ENSG00000227500__ENSMUSG00000040722.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000045762__ENSG00000227500__ENSMUSG00000040722.CDS.aln.fa
ENSBTAG00000007681	ENSG00000228716	ENSMUSG00000021707	11.5808	51.4675	12.211	78.1269	86.9123	18.049	55.1387	21.8755	72.5613	87.7413	65.9259	78.9007	73.1015	20.0	94.5185	alignment_seq_extracted/aln_fasta/ENSBTAG00000007681__ENSG00000228716__ENSMUSG00000021707.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007681__ENSG00000228716__ENSMUSG00000021707.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007681__ENSG00000228716__ENSMUSG00000021707.CDS.aln.fa
ENSBTAG00000019357	ENSG00000229809	ENSMUSG00000048921	6.1648	57.8788	27.3888	89.7981	70.431	20.5208	53.3686	24.7009	64.1667	88.3333	33.0734	67.8524	45.0208	52.5016	84.6654	alignment_seq_extracted/aln_fasta/ENSBTAG00000019357__ENSG00000229809__ENSMUSG00000048921.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019357__ENSG00000229809__ENSMUSG00000048921.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019357__ENSG00000229809__ENSMUSG00000048921.CDS.aln.fa
ENSBTAG00000046502	ENSG00000230124	ENSMUSG00000021417	25.1462	43.3679	40.0633	60.9649	86.1111	28.1346	53.7373	29.9638	56.2691	95.107	41.1797	58.9321	50.897	32.2634	89.9588	alignment_seq_extracted/aln_fasta/ENSBTAG00000046502__ENSG00000230124__ENSMUSG00000021417.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000046502__ENSG00000230124__ENSMUSG00000021417.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000046502__ENSG00000230124__ENSMUSG00000021417.CDS.aln.fa
ENSBTAG00000075571	ENSG00000230989	ENSMUSG00000031839	8.564	62.5017	16.4555	87.9623	72.329	63.6964	83.4596	67.5505	24.0924	95.0495	86.8687	86.8687	86.8687	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000075571__ENSG00000230989__ENSMUSG00000031839.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000075571__ENSG00000230989__ENSMUSG00000031839.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000075571__ENSG00000230989__ENSMUSG00000031839.CDS.aln.fa
ENSBTAG00000053755	ENSG00000232112	ENSMUSG00000091537	30.2205	77.0321	35.2619	60.5707	87.2892	8.0272	86.6667	17.7891	90.4762	72.1088	93.3333	93.3333	93.3333	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000053755__ENSG00000232112__ENSMUSG00000091537.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000053755__ENSG00000232112__ENSMUSG00000091537.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000053755__ENSG00000232112__ENSMUSG00000091537.CDS.aln.fa
ENSBTAG00000050705	ENSG00000234545	ENSMUSG00000058503	42.4735	83.0936	48.8454	50.1624	88.434	57.0957	63.8478	57.4691	10.5611	99.3399	86.1559	89.0518	86.3759	3.4946	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000050705__ENSG00000234545__ENSMUSG00000058503.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000050705__ENSG00000234545__ENSMUSG00000058503.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000050705__ENSG00000234545__ENSMUSG00000058503.CDS.aln.fa
ENSBTAG00000055204	ENSG00000234616	ENSMUSG00000046380	24.2276	46.3619	29.6271	54.4017	89.6732	26.8925	48.2403	33.9247	50.4391	86.8674	72.846	77.0379	73.4244	5.614	99.2982	alignment_seq_extracted/aln_fasta/ENSBTAG00000055204__ENSG00000234616__ENSMUSG00000046380.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000055204__ENSG00000234616__ENSMUSG00000046380.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000055204__ENSG00000234616__ENSMUSG00000046380.CDS.aln.fa
ENSBTAG00000016829	ENSG00000236104	ENSMUSG00000051390	36.9863	68.7001	46.136	47.3907	85.7469	44.2943	60.3024	50.7454	27.3273	93.0931	78.2644	84.2552	80.743	7.8345	97.7129	alignment_seq_extracted/aln_fasta/ENSBTAG00000016829__ENSG00000236104__ENSMUSG00000051390.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016829__ENSG00000236104__ENSMUSG00000051390.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016829__ENSG00000236104__ENSMUSG00000051390.CDS.aln.fa
ENSBTAG00000010568	ENSG00000236287	ENSMUSG00000034173	2.2228	61.6542	12.7729	96.8558	68.356	18.9781	60.8986	20.3561	75.6691	84.7526	56.8146	63.3138	60.6567	11.676	96.5963	alignment_seq_extracted/aln_fasta/ENSBTAG00000010568__ENSG00000236287__ENSMUSG00000034173.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010568__ENSG00000236287__ENSMUSG00000034173.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010568__ENSG00000236287__ENSMUSG00000034173.CDS.aln.fa
ENSBTAG00000010984	ENSG00000237190	ENSMUSG00000038069	10.4271	33.9041	12.9005	77.6179	84.521	14.6032	42.5926	15.793	69.2063	92.381	41.0526	66.2132	49.2101	40.5263	87.193	alignment_seq_extracted/aln_fasta/ENSBTAG00000010984__ENSG00000237190__ENSMUSG00000038069.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010984__ENSG00000237190__ENSMUSG00000038069.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010984__ENSG00000237190__ENSMUSG00000038069.CDS.aln.fa
ENSBTAG00000016827	ENSG00000237441	ENSMUSG00000041354	60.7362	69.9854	65.2105	17.2461	96.9325	23.9623	81.7808	31.746	71.4465	80.8805	82.6801	87.6382	84.3711	5.697	98.101	alignment_seq_extracted/aln_fasta/ENSBTAG00000016827__ENSG00000237441__ENSMUSG00000041354.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016827__ENSG00000237441__ENSMUSG00000041354.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016827__ENSG00000237441__ENSMUSG00000041354.CDS.aln.fa
ENSBTAG00000001631	ENSG00000237649	ENSMUSG00000031788	4.1956	32.378	5.4954	91.7822	73.9829	42.0	52.9692	46.2449	25.0	94.0	47.2713	60.0187	53.5046	24.084	93.7996	alignment_seq_extracted/aln_fasta/ENSBTAG00000001631__ENSG00000237649__ENSMUSG00000031788.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001631__ENSG00000237649__ENSMUSG00000031788.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001631__ENSG00000237649__ENSMUSG00000031788.CDS.aln.fa
ENSBTAG00000020947	ENSG00000239305	ENSMUSG00000052656	91.0314	92.3453	91.3695	1.5695	99.7758	24.5473	59.7384	25.8625	62.106	93.226	92.4846	92.663	92.4846	0.1944	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000020947__ENSG00000239305__ENSMUSG00000052656.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020947__ENSG00000239305__ENSMUSG00000052656.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020947__ENSG00000239305__ENSMUSG00000052656.CDS.aln.fa
ENSBTAG00000001225	ENSG00000239306	ENSMUSG00000006456	39.2308	79.7765	41.3929	52.0666	94.9549	60.582	87.7354	68.2133	30.9524	90.7407	94.1625	94.1625	94.1625	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000001225__ENSG00000239306__ENSMUSG00000006456.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001225__ENSG00000239306__ENSMUSG00000006456.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001225__ENSG00000239306__ENSMUSG00000006456.CDS.aln.fa
ENSBTAG00000004651	ENSG00000239672	ENSMUSG00000037601	5.6186	61.3258	17.8072	91.6667	70.705	9.5082	91.0494	10.3056	87.3224	78.4699	87.7996	87.7996	87.7996	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000004651__ENSG00000239672__ENSMUSG00000037601.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004651__ENSG00000239672__ENSMUSG00000037601.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004651__ENSG00000239672__ENSMUSG00000037601.CDS.aln.fa
ENSBTAG00000026191	ENSG00000239857	ENSMUSG00000025858	37.2642	57.019	39.2921	37.5786	97.0126	47.4037	87.4268	52.847	45.7286	90.4523	81.5131	87.229	83.7149	6.9326	97.8158	alignment_seq_extracted/aln_fasta/ENSBTAG00000026191__ENSG00000239857__ENSMUSG00000025858.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000026191__ENSG00000239857__ENSMUSG00000025858.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000026191__ENSG00000239857__ENSMUSG00000025858.CDS.aln.fa
ENSBTAG00000005416	ENSG00000240344	ENSMUSG00000026035	30.2907	64.8535	37.6093	55.7133	85.2603	12.6891	44.6992	22.5134	73.06	76.3299	53.9188	78.3265	68.0682	39.1879	89.6128	alignment_seq_extracted/aln_fasta/ENSBTAG00000005416__ENSG00000240344__ENSMUSG00000026035.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005416__ENSG00000240344__ENSMUSG00000026035.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005416__ENSG00000240344__ENSMUSG00000026035.CDS.aln.fa
ENSBTAG00000000745	ENSG00000240583	ENSMUSG00000004655	59.6607	65.5924	62.5957	12.6378	98.6938	17.4204	60.224	34.5115	71.0218	76.5494	61.893	87.1313	61.893	29.1358	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000000745__ENSG00000240583__ENSMUSG00000004655.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000745__ENSG00000240583__ENSMUSG00000004655.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000745__ENSG00000240583__ENSMUSG00000004655.CDS.aln.fa
ENSBTAG00000037986	ENSG00000240694	ENSMUSG00000046204	29.082	49.7352	38.7728	50.5278	86.1469	26.1008	59.4451	36.5275	61.1681	82.9112	79.235	79.4521	79.3112	0.2732	99.9089	alignment_seq_extracted/aln_fasta/ENSBTAG00000037986__ENSG00000240694__ENSMUSG00000046204.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000037986__ENSG00000240694__ENSMUSG00000046204.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000037986__ENSG00000240694__ENSMUSG00000046204.CDS.aln.fa
ENSBTAG00000010135	ENSG00000240849	ENSMUSG00000090213	11.003	68.1413	21.3523	85.0777	74.0698	34.8837	84.8551	38.2429	58.9147	89.9225	88.317	88.5363	88.317	0.2451	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000010135__ENSG00000240849__ENSMUSG00000090213.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010135__ENSG00000240849__ENSMUSG00000090213.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010135__ENSG00000240849__ENSMUSG00000090213.CDS.aln.fa
ENSBTAG00000023928	ENSG00000240857	ENSMUSG00000020621	56.25	64.8244	59.0337	16.3889	98.0556	37.0968	63.084	42.3769	43.0108	89.7849	84.7469	85.333	84.9984	0.8876	99.9014	alignment_seq_extracted/aln_fasta/ENSBTAG00000023928__ENSG00000240857__ENSMUSG00000020621.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000023928__ENSG00000240857__ENSMUSG00000020621.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000023928__ENSG00000240857__ENSMUSG00000020621.CDS.aln.fa
ENSBTAG00000022003	ENSG00000241058	ENSMUSG00000026707	25.0066	58.416	28.1567	57.1768	92.2548	34.4037	46.4593	38.1302	33.4862	96.3303	81.7377	82.898	82.0997	1.3976	99.5807	alignment_seq_extracted/aln_fasta/ENSBTAG00000022003__ENSG00000241058__ENSMUSG00000026707.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000022003__ENSG00000241058__ENSMUSG00000026707.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000022003__ENSG00000241058__ENSMUSG00000026707.CDS.aln.fa
ENSBTAG00000030255	ENSG00000241360	ENSMUSG00000043445	32.5633	52.9273	42.1942	42.4721	88.3283	34.1808	64.3237	44.0105	46.6102	86.1582	65.0892	71.0064	67.8549	8.7449	97.2222	alignment_seq_extracted/aln_fasta/ENSBTAG00000030255__ENSG00000241360__ENSMUSG00000043445.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000030255__ENSG00000241360__ENSMUSG00000043445.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000030255__ENSG00000241360__ENSMUSG00000043445.CDS.aln.fa
ENSBTAG00000007964	ENSG00000241553	ENSMUSG00000079426	22.7569	44.1098	25.9659	61.7236	94.4973	17.9229	67.2161	25.4772	71.3568	81.9095	61.7479	92.4392	71.9856	33.2016	88.9328	alignment_seq_extracted/aln_fasta/ENSBTAG00000007964__ENSG00000241553__ENSMUSG00000079426.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007964__ENSG00000241553__ENSMUSG00000079426.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007964__ENSG00000241553__ENSMUSG00000079426.CDS.aln.fa
ENSBTAG00000004242	ENSG00000241685	ENSMUSG00000029621	61.8018	67.8074	64.9334	12.8829	99.1892	69.46	84.1352	70.7281	18.0633	99.0689	90.6559	90.6559	90.6559	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000004242__ENSG00000241685__ENSMUSG00000029621.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004242__ENSG00000241685__ENSMUSG00000029621.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004242__ENSG00000241685__ENSMUSG00000029621.CDS.aln.fa
ENSBTAG00000018278	ENSG00000241837	ENSMUSG00000022956	67.5799	76.6186	69.9965	15.5251	100.0	3.7065	72.9367	11.9082	94.7512	69.8756	80.0623	80.0623	80.0623	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000018278__ENSG00000241837__ENSMUSG00000022956.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018278__ENSG00000241837__ENSMUSG00000022956.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018278__ENSG00000241837__ENSMUSG00000022956.CDS.aln.fa
ENSBTAG00000009006	ENSG00000241878	ENSMUSG00000023452	23.7858	38.968	30.4817	52.0493	90.7842	10.7306	56.3259	11.2969	75.4566	90.411	11.7041	64.3727	31.1942	81.8762	73.1649	alignment_seq_extracted/aln_fasta/ENSBTAG00000009006__ENSG00000241878__ENSMUSG00000023452.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009006__ENSG00000241878__ENSMUSG00000023452.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009006__ENSG00000241878__ENSMUSG00000023452.CDS.aln.fa
