bovine_gene	bovine_id	human_gene_id	human_transcript_id	mouse_return_gene	human_half_life	mouse_half_life	human_te	mouse_te	human_RBH	mouse_RBH	confidence_tier
RNF123	E1BL26	ENSG00000164068	ENST00000327697	ENSMUSG00000041528	4.81789480379414	3.41536512454759	-0.597895026945205	-0.445507929726619	TRUE	TRUE	1
HSPA4L	A0A3Q1M7L5	ENSG00000164070	ENST00000296464	ENSMUSG00000025757	1.86957201105549	1.81785997045167	0.639392916541667	0.500841373968763	TRUE	TRUE	1
MFSD8	E1BPY5	ENSG00000164073	ENST00000641686	ENSMUSG00000025759	0.557924674556874	-0.960045478810897	0.135301372347222	0.29089082253131	TRUE	TRUE	1
MON1A	Q17QV2	ENSG00000164077	ENST00000296473	ENSMUSG00000078908	-2.01317094592993	-3.54182108743958	-1.00837103728571	-0.0709490092279664	TRUE	TRUE	1
RAD54L2	E1BEK4	ENSG00000164080	ENST00000684192	ENSMUSG00000040661	-3.59755938855536	-2.98697295712273	-0.663687800434783	-0.59611605237974	TRUE	TRUE	1
TEX264	Q32L30	ENSG00000164081	ENST00000341333	ENSMUSG00000040813	1.58957478432853	-0.124497176851508	0.387795974474359	0.267861348299914	TRUE	TRUE	1
DUSP7	A0AAF6DLF7	ENSG00000164086	ENST00000495880	ENSMUSG00000053716	-8.43032871477036	-8.41772662533953	-0.233291841315068	0.29082122326768	TRUE	TRUE	1
POC1A	Q2TBP4	ENSG00000164087	ENST00000296484	ENSMUSG00000019952	0.682046476694614	0.865213829919957	-0.02841086128	-0.156876417215725	TRUE	TRUE	1
PPM1M	A0A3Q1MQ11	ENSG00000164088	ENST00000323588	ENSMUSG00000034613	3.55959182598352	-1.57657637145949	-0.717317302296875	-0.0205771613032739	TRUE	TRUE	1
WDR82	A7Z085	ENSG00000164091	ENST00000296490	ENSMUSG00000020257	-3.97381007552691	-3.47109296762605	1.02302385760256	0.903826389406331	TRUE	TRUE	1
HMGB2	P40673	ENSG00000164104	ENST00000296503	ENSMUSG00000054717	2.09473294213402	0.0572751865616191	1.49695964844156	1.71631338245608	TRUE	TRUE	1
SAP30	E1B806	ENSG00000164105	ENST00000296504	ENSMUSG00000031609	-1.18279601296113	-3.64800654903831	0.866074477973684	0.721691766839878	TRUE	TRUE	1
ANXA5	A0A3Q1MU33	ENSG00000164111	ENST00000296511	ENSMUSG00000027712	8.53855369376077	6.57355638919956	1.60175721128205	1.42906378552144	TRUE	TRUE	1
MAP9	A0AAA9S934	ENSG00000164114	ENST00000311277	ENSMUSG00000033900	0.471261607448924	-2.85798739491138	0.438794591118644	0.488992800374392	TRUE	TRUE	1
FBXO8	Q5E9G6	ENSG00000164117	ENST00000393674	ENSMUSG00000038206	-3.7597066637627	-0.963484680130507	-0.0776733183287671	-0.40591632121436	TRUE	TRUE	1
CEP44	A0A3Q1MIR4	ENSG00000164118	ENST00000503780	ENSMUSG00000038215	-1.38649007832587	-1.33973108147621	0.407114262178082	0.0492479903317942	TRUE	TRUE	1
HPGD	Q309F3	ENSG00000164120	ENST00000296522	ENSMUSG00000031613	8.29083971480796	-1.81560661562316	0.880024771431373	1.0634660690163	TRUE	TRUE	1
NAA15	A0AAA9RY84	ENSG00000164134	ENST00000296543	ENSMUSG00000063273	-0.551968739498216	-1.45958285233164	0.809726310402597	0.960436929080109	TRUE	TRUE	1
FHIP1A	E1BBC1	ENSG00000164142	ENST00000435205	ENSMUSG00000051000	-4.89236994435976	-2.30410176378652	-0.25498149573913	-0.271911341197714	TRUE	TRUE	1
ICE1	A0AAA9SPJ5	ENSG00000164151	ENST00000296564	ENSMUSG00000034525	-3.53962168451168	-3.03281487500966	-0.889005868295775	-1.04003204836452	TRUE	TRUE	1
ANAPC10	Q2YDH1	ENSG00000164162	ENST00000507656	ENSMUSG00000046861	-3.57036751299082	4.54370264681555	0.33442670477777803	0.00209166745853433	TRUE	TRUE	1
ABCE1	A4IFE6	ENSG00000164163	ENST00000296577	ENSMUSG00000058355	1.82661687567502	0.885067594205926	0.834231839230769	0.957203794114699	TRUE	TRUE	1
OTUD4	E1BN58	ENSG00000164164	ENST00000447906	ENSMUSG00000036990	-3.87924170896501	-3.50720723599515	-0.45636174356	-0.0743809074718734	TRUE	TRUE	1
LSM6	Q148G9	ENSG00000164167	ENST00000296581	ENSMUSG00000031683	0.822142171821085	2.00766869218226	1.46131046990909	0.892180751881953	TRUE	TRUE	1
TMEM184C	A5D9H3	ENSG00000164168	ENST00000296582	ENSMUSG00000031617	-1.62525257419872	2.89930302132944	-0.114521316597222	-1.02815782357134	TRUE	TRUE	1
PRMT9	A5PJT3	ENSG00000164169	ENST00000322396	ENSMUSG00000032185	-5.90955693751303	3.15161386451501	0.0371815620277778	0.527639898682097	TRUE	TRUE	1
MOCS2	A4FUY7	ENSG00000164172	ENST00000396954	ENSMUSG00000015536	6.53928588334918	3.31263720642484	0.00246323778947368	-0.0672001883852576	TRUE	TRUE	1
EDIL3	A0A3Q1LZC5	ENSG00000164176	ENST00000296591	ENSMUSG00000034488	7.26496532700743	3.61486060592811	1.02949558134615	1.17273523826294	TRUE	TRUE	1
TMEM161B	E1BKP1	ENSG00000164180	ENST00000296595	ENSMUSG00000035762	-2.25568093940317	-2.21795446644237	0.186266869671233	0.0207166147692815	TRUE	TRUE	1
ELOVL7	A0JNC4	ENSG00000164181	ENST00000508821	ENSMUSG00000021696	1.42869042135118	-2.19199177916381	1.02033267296667	1.02222685416881	TRUE	TRUE	1
LMBRD2	A0AAA9T184	ENSG00000164187	ENST00000296603	ENSMUSG00000039704	1.36200575290573	1.85790415724644	0.358987588805555	0.44691071858929	TRUE	TRUE	1
NIPBL	E1BKC4	ENSG00000164190	ENST00000282516	ENSMUSG00000022141	-2.68259261507735	-2.33523412602499	-0.347068254972222	-0.300933766789465	TRUE	TRUE	1
SLC25A46	H7BWW1	ENSG00000164209	ENST00000355943	ENSMUSG00000024259	0.989697349637665	-1.87728068331061	0.222096035333333	0.121731769660053	TRUE	TRUE	1
STARD4	A0AAA9TK63	ENSG00000164211	ENST00000296632	ENSMUSG00000024378	-0.613480707453906	-2.87934454946807	0.857422554202703	0.933228769208072	TRUE	TRUE	1
PGGT1B	Q5EAD5	ENSG00000164219	ENST00000419445	ENSMUSG00000024477	-2.05627888922981	-0.603475741694399	0.671217466350649	0.779926124632488	TRUE	TRUE	1
CCDC112	F1N4A5	ENSG00000164221	ENST00000379611	ENSMUSG00000071855	-3.70375446127084	-5.04448674473205	0.114547749028986	0.514726810351484	TRUE	TRUE	1
ANKRD33B	E1BQ20	ENSG00000164236	ENST00000296657	ENSMUSG00000022237	-7.92053389404605	-4.66580841426184	-0.0898035279107143	-0.405517900289057	TRUE	TRUE	1
C7H5orf63	E1BIP6	ENSG00000164241	ENST00000296662	ENSMUSG00000024592	-1.22336463542812	-0.580167654112325	0.395264511528302	0.590464382683194	TRUE	TRUE	1
PRRC1	E1BLF0	ENSG00000164244	ENST00000296666	ENSMUSG00000024594	-2.50687998552401	-0.389010225849762	0.991163118153846	0.870660704271077	TRUE	TRUE	1
F2RL1	Q2HJA4	ENSG00000164251	ENST00000296677	ENSMUSG00000021678	-4.31772706278962	-3.49112357733571	0.499683408112903	0.764439303120809	TRUE	TRUE	1
AGGF1	F1MKY1	ENSG00000164252	ENST00000312916	ENSMUSG00000021681	-0.941508697206956	-1.78687102897961	-0.79479911245614	-1.07381424848963	TRUE	TRUE	1
WDR41	Q0VBY5	ENSG00000164253	ENST00000296679	ENSMUSG00000042015	5.48082915752297	2.69084028013276	0.149090131013333	0.386320223837726	TRUE	TRUE	1
NDUFS4	Q02375	ENSG00000164258	ENST00000296684	ENSMUSG00000021764	4.32517022707335	5.04915785288946	1.29537997584615	1.20345269426017	TRUE	TRUE	1
GRPEL2	Q0P5N5	ENSG00000164284	ENST00000329271	ENSMUSG00000024580	-8.07224856789749	-6.7753357845373	1.00517824001299	0.562708251459508	TRUE	TRUE	1
RHOBTB3	F1MSG8	ENSG00000164292	ENST00000379982	ENSMUSG00000021589	1.67279584426087	0.862726067974128	-0.0700228954084507	0.00993657239823198	TRUE	TRUE	1
GPX8	Q2NL01	ENSG00000164294	ENST00000503787	ENSMUSG00000021760	1.15928899474723	1.26264313687301	1.18354761610938	0.887611390232106	TRUE	TRUE	1
SERINC5	A0A3Q1LF32	ENSG00000164300	ENST00000507668	ENSMUSG00000021703	0.790572515583396	1.17326104103101	1.08141663509211	0.958944100087567	TRUE	TRUE	1
CASP3	F1MB04	ENSG00000164305	ENST00000308394	ENSMUSG00000031628	-3.05313486154018	0.172512166819908	1.00212643185897	1.11301455419023	TRUE	TRUE	1
PRIMPOL	Q08DZ8	ENSG00000164306	ENST00000314970	ENSMUSG00000038225	1.18678906366275	3.41442507287622	-0.129168080211268	-0.683931081752759	TRUE	TRUE	1
ERAP1	A0A3Q1MTA2	ENSG00000164307	ENST00000443439	ENSMUSG00000021583	6.97540477447437	6.57864902220538	0.670140473487179	0.763143341732032	TRUE	TRUE	1
ERAP2	A6QPT7	ENSG00000164308	ENST00000437043	ENSMUSG00000021583	2.03924378700836	6.57864902220538	-0.198865572690909	0.763143341732032	TRUE	TRUE	1
CFAP97	F1MSC2	ENSG00000164323	ENST00000458385	ENSMUSG00000031631	0.0561725198515264	-4.11947470274164	0.0654602488266667	0.464208207873669	TRUE	TRUE	1
RICTOR	F1MHN4	ENSG00000164327	ENST00000357387	ENSMUSG00000050310	-4.06954286119058	-6.6090896504111	0.152397785635135	0.105598565408618	TRUE	TRUE	1
TENT2	Q2HJ44	ENSG00000164329	ENST00000453514	ENSMUSG00000042167	-2.26431756144275	-1.93134909686443	-0.273731359346667	-0.305757609320435	TRUE	TRUE	1
EBF1	A0AAA9TZ07	ENSG00000164330	ENST00000313708	ENSMUSG00000057098	-8.06884302247581	-2.91954064399107	0.454613446857143	0.242592622419442	TRUE	TRUE	1
ANKRA2	Q2KI79	ENSG00000164331	ENST00000296785	ENSMUSG00000036120	-3.16183305352635	-0.36156539156875	-0.469941087513889	0.311511392364694	TRUE	TRUE	1
UBLCP1	Q2KJD7	ENSG00000164332	ENST00000296786	ENSMUSG00000041231	2.36157302277121	-1.00530956087335	1.11212064715385	0.862139313866262	TRUE	TRUE	1
UTP15	A7MB12	ENSG00000164338	ENST00000296792	ENSMUSG00000041747	-4.3137044414795	-5.15278095210539	0.592686621727273	0.671150929418002	TRUE	TRUE	1
TLR3	Q5TJ59	ENSG00000164342	ENST00000296795	ENSMUSG00000031639	-6.33148020509833	-0.557804988517299	0.19644290476087	0.0225046060621929	TRUE	TRUE	1
NSA2	Q3SX11	ENSG00000164346	ENST00000610426	ENSMUSG00000060739	5.04841598476524	4.99237159497784	0.737711767307692	0.421688498895834	TRUE	TRUE	1
GFM2	A6QNM2	ENSG00000164347	ENST00000296805	ENSMUSG00000021666	3.62562633559929	1.76213703332052	-0.0923795298831169	0.149071156634911	TRUE	TRUE	1
CCDC127	A4FUC7	ENSG00000164366	ENST00000296824	ENSMUSG00000021578	-6.65699904544022	-3.16531373437939	0.559330787051948	0.348799337127821	TRUE	TRUE	1
SEPTIN8	A0A3Q1LN12	ENSG00000164402	ENST00000378719	ENSMUSG00000018398	4.5349736488892	3.67291321505597	0.253906768310811	0.462478634247786	TRUE	TRUE	1
SHROOM1	A7E301	ENSG00000164403	ENST00000378679	ENSMUSG00000018387	-0.123945923653447	-1.611627124561	-0.580407768238095	-0.191148260552535	TRUE	TRUE	1
NA	A0AAA9RXP7	ENSG00000164405	ENST00000378670	ENSMUSG00000044894	9.07903142478946	5.79473883747531	1.93693836364103	2.09825878374162	TRUE	TRUE	1
SLC35A1	Q3SZP1	ENSG00000164414	ENST00000369552	ENSMUSG00000028293	0.763351429790152	3.5877910303701	0.59415143584	0.173384302162505	TRUE	TRUE	1
CITED2	Q0VCT9	ENSG00000164442	ENST00000367651	ENSMUSG00000039910	-12.9252860980455	-10.6083672938819	1.15832984611539	1.43207566346092	TRUE	TRUE	1
CREBRF	A0AAF6DLQ0	ENSG00000164463	ENST00000296953	ENSMUSG00000048249	-5.05470353390906	-1.30447480726981	-0.00701843671428571	-0.233048116952743	TRUE	TRUE	1
DCBLD1	A0AAA9TSN9	ENSG00000164465	ENST00000338728	ENSMUSG00000019891	-4.24552249975088	-5.8819933402927	-0.266107374228571	-0.0317667660626978	TRUE	TRUE	1
SFXN1	A0A3Q1NB55	ENSG00000164466	ENST00000321442	ENSMUSG00000021474	3.13774500295477	1.24437311163708	0.937197223	0.59580478821109	TRUE	TRUE	1
PDSS2	A6QR05	ENSG00000164494	ENST00000369037	ENSMUSG00000038240	1.20170138701428	-0.562633924434515	0.412879972626667	0.377089001410557	TRUE	TRUE	1
STXBP5	E1BNK4	ENSG00000164506	ENST00000321680	ENSMUSG00000019790	-2.71126601962746	-1.04326619443346	-0.707777944927536	-0.39459916707174	TRUE	TRUE	1
DAGLB	F6RA94	ENSG00000164535	ENST00000297056	ENSMUSG00000039206	-2.75165742359448	-1.11301488856438	0.39900059828	0.207000281795756	TRUE	TRUE	1
STK17A	G5E5A0	ENSG00000164543	ENST00000319357	ENSMUSG00000026094	-5.15580352530584	-7.37014820453754	0.508899986065789	0.699428749652981	TRUE	TRUE	1
TRA2A	Q2KJ71	ENSG00000164548	ENST00000297071	ENSMUSG00000022858	1.71616149083827	-2.94149792290433	1.13315544501282	1.27066178307333	TRUE	TRUE	1
GALNT10	F1N554	ENSG00000164574	ENST00000297107	ENSMUSG00000020520	2.11281210552115	2.30015829841604	-0.194253211408451	-0.13656189649187	TRUE	TRUE	1
SAP30L	F1MFL5	ENSG00000164576	ENST00000297109	ENSMUSG00000020519	-1.15071046626057	-1.15395162212764	-0.471243953959459	-0.765786976576124	TRUE	TRUE	1
COG5	A0AAA9TFK3	ENSG00000164597	ENST00000297135	ENSMUSG00000035933	1.36106564004265	3.95334270391047	0.376089291081081	0.5286975608162	TRUE	TRUE	1
BMT2	E1B7X8	ENSG00000164603	ENST00000297145	ENSMUSG00000042742	-9.57823722174012	-5.51248447563329	0.15726184856338	-0.0365814592601594	TRUE	TRUE	1
PTTG1	A0A452DIH5	ENSG00000164611	ENST00000352433	ENSMUSG00000020415	6.21073708283819	4.31694811573619	1.08116288535065	0.931746759176453	TRUE	TRUE	1
KCNK5	E1BNW6	ENSG00000164626	ENST00000359534	ENSMUSG00000023243	-9.66856584788739	-8.95497806746745	0.208888622055556	0.157932775545899	TRUE	TRUE	1
ZNF12	A0A3Q1LXY3	ENSG00000164631	ENST00000405858	ENSMUSG00000029587	-9.13875883101019	-6.25160391651791	0.00197424686301369	-0.517139979491155	TRUE	TRUE	1
SLC29A4	E1BPT2	ENSG00000164638	ENST00000396872	ENSMUSG00000050822	6.8535744416721	3.83929913668601	-0.58620396932	-0.19471274323829799	TRUE	TRUE	1
STEAP1	E1BAP4	ENSG00000164647	ENST00000297205	ENSMUSG00000015652	0.190385788693109	-0.55140657848065	0.370601308704918	0.51561746075256	TRUE	TRUE	1
CDCA7L	F1MBU7	ENSG00000164649	ENST00000406877	ENSMUSG00000021175	0.746420638549053	1.0932980664722	0.331551934581081	0.236106225245011	TRUE	TRUE	1
MIOS	E1B899	ENSG00000164654	ENST00000340080	ENSMUSG00000042447	-4.82409700763185	-5.10504373730598	-0.380090737561644	-0.144826921308922	TRUE	TRUE	1
HEY1	Q2KIN4	ENSG00000164683	ENST00000354724	ENSMUSG00000040289	-9.71381995381602	-8.14695993979674	0.310611636746032	0.407117733899389	TRUE	TRUE	1
FABP5	P55052	ENSG00000164687	ENST00000297258	ENSMUSG00000027533	1.84709855427078	4.31904302172581	1.51540003649315	1.77070998469296	TRUE	TRUE	1
COL1A2	P02465	ENSG00000164692	ENST00000297268	ENSMUSG00000029661	1.14146899193134	8.14692738441833	0.861059489151515	1.25341517945667	TRUE	TRUE	1
CHMP4C	F6RDN5	ENSG00000164695	ENST00000297265	ENSMUSG00000027536	-0.141067648280167	-0.561569398929858	0.590743625754717	0.632680802799895	TRUE	TRUE	1
BRI3	Q32L83	ENSG00000164713	ENST00000297290	ENSMUSG00000047843	3.75999798218259	0.227174665009596	0.597456292846154	0.466093992924561	TRUE	TRUE	1
LMTK2	A0A3Q1MLK5	ENSG00000164715	ENST00000297293	ENSMUSG00000038970	-5.132953547425	-2.57337310623025	-0.398113244333333	-0.175072339639492	TRUE	TRUE	1
CTSB	P07688	ENSG00000164733	ENST00000353047	ENSMUSG00000021939	12.0597597509466	8.57715456182288	1.29863793714286	1.67442914083717	TRUE	TRUE	1
DLC1	A7E300	ENSG00000164741	ENST00000276297	ENSMUSG00000031523	-9.72712377556809	-6.52180040528899	-0.137490955222222	0.158336059168712	TRUE	TRUE	1
RAD21	Q3SWX9	ENSG00000164754	ENST00000297338	ENSMUSG00000022314	0.818071513065184	-0.275509848678765	1.03825106871795	1.00614855840792	TRUE	TRUE	1
TNFRSF11B	A5D7R1	ENSG00000164761	ENST00000297350	ENSMUSG00000063727	-3.36365168139719	-3.0728681811919	0.517290529473684	0.783559135416395	TRUE	TRUE	1
SPIDR	F1MPV0	ENSG00000164808	ENST00000297423	ENSMUSG00000041974	3.37599659449964	4.83700917753155	-0.851311776873239	-0.464169871635524	TRUE	TRUE	1
ORC5	A5PJS5	ENSG00000164815	ENST00000297431	ENSMUSG00000029012	-2.23584712105169	-2.1133715406866	0.455458057763158	0.604543336602555	TRUE	TRUE	1
OSGIN2	A0AAA9RTA9	ENSG00000164823	ENST00000451899	ENSMUSG00000041153	-5.60397733904965	-5.05384525096771	-0.442515146148649	-0.343924549834275	TRUE	TRUE	1
SUN1	A0AAA9TQN1	ENSG00000164828	ENST00000401592	ENSMUSG00000036817	3.3690795387667	0.80813848003464706	0.375391976194805	0.278636035983396	TRUE	TRUE	1
OXR1	A5PKL1	ENSG00000164830	ENST00000517566	ENSMUSG00000022307	-1.42260880391954	0.995684510339746	0.0132013333150685	9.6552773988264e-4	TRUE	TRUE	1
MICALL2	A0A3Q1LY46	ENSG00000164877	ENST00000297508	ENSMUSG00000036718	4.88075458177055	-3.3854304178161	-0.708164384925373	-0.223259874136597	TRUE	TRUE	1
INTS1	A0AAA9TV32	ENSG00000164880	ENST00000404767	ENSMUSG00000029547	7.69783754634885	5.06165472811842	-0.303717758381579	0.0335347884499037	TRUE	TRUE	1
CDK5	Q02399	ENSG00000164885	ENST00000485972	ENSMUSG00000028969	7.38040122529704	4.67987001990313	0.452721715	0.227059222188933	TRUE	TRUE	1
SLC4A2	F1N4L1	ENSG00000164889	ENST00000413384	ENSMUSG00000006576	6.95743995848778	3.48139579678571	-0.561245377243243	-1.16657420667828	TRUE	TRUE	1
FASTK	F1MQ72	ENSG00000164896	ENST00000297532	ENSMUSG00000028959	4.4964002932704	2.79450803458851	-1.27267369571233	-1.11155793456095	TRUE	TRUE	1
TMUB1	A0A452DIJ0	ENSG00000164897	ENST00000297533	ENSMUSG00000028958	2.50057147007208	-2.64303910055118	-0.432342045846154	-0.0827789545118767	TRUE	TRUE	1
ALDH7A1	Q2KJC9	ENSG00000164904	ENST00000409134	ENSMUSG00000053644	7.85665587997721	7.94403226160617	0.905290111263889	0.676384222968966	TRUE	TRUE	1
COX6C	P04038	ENSG00000164919	ENST00000520468	ENSMUSG00000014313	6.18642335465167	7.2123305264896	2.27762973423077	2.08416791705262	TRUE	TRUE	1
OSR2	A0AAF6YYJ6	ENSG00000164920	ENST00000297565	ENSMUSG00000048387	-11.7187009594397	-4.15098217404361	-0.01109569708	0.991834875338319	TRUE	TRUE	1
YWHAZ	P63103	ENSG00000164924	ENST00000395958	ENSMUSG00000022285	6.48043239626126	3.00648383208504	2.27357566882051	2.31048073808476	TRUE	TRUE	1
FZD6	F1MP23	ENSG00000164930	ENST00000358755	ENSMUSG00000022297	-0.32860128927976	-5.12834890817956	0.135118368521127	-0.0613302936147329	TRUE	TRUE	1
SLC25A32	G3X7X2	ENSG00000164933	ENST00000297578	ENSMUSG00000022299	-3.61439783385038	-5.20467599191054	0.888411459847222	0.430219829998258	TRUE	TRUE	1
DCAF13	F1MVI8	ENSG00000164934	ENST00000612750	ENSMUSG00000038697	3.93406177984552	-7.22088900539731	0.999717207551282	-0.592044385008704	TRUE	TRUE	1
TP53INP1	A0A3Q1MBC1	ENSG00000164938	ENST00000342697	ENSMUSG00000028211	-4.57116099421816	-1.38954522961988	0.59993484425	0.69664650498536	TRUE	TRUE	1
INTS8	A5PJS8	ENSG00000164941	ENST00000523731	ENSMUSG00000040738	1.55621508523851	-0.0445266417514709	-0.197411979	0.0306408609195037	TRUE	TRUE	1
VIRMA	A0A3Q1MKW0	ENSG00000164944	ENST00000297591	ENSMUSG00000040720	-3.28239770185699	-0.630442421877405	0.136916171346667	0.191071789208341	TRUE	TRUE	1
GEM	F6RP53	ENSG00000164949	ENST00000297596	ENSMUSG00000028214	-8.55337341138249	-2.28508477901909	0.239168490903226	0.513707673911186	TRUE	TRUE	1
PDP1	F1MG92	ENSG00000164951	ENST00000297598	ENSMUSG00000049225	-8.01566516142099	-6.2536103035683	0.526585890905405	0.269338968844002	TRUE	TRUE	1
WASHC5	A0AAA9TMH1	ENSG00000164961	ENST00000318410	ENSMUSG00000022350	3.31816250843872	5.66441255283641	-0.0929561039864865	-0.0577481137552291	TRUE	TRUE	1
RPP25L	Q2KIR4	ENSG00000164967	ENST00000378959	ENSMUSG00000036114	-3.53190577366127	-5.90619362992716	0.656502297657895	0.812329753603028	TRUE	TRUE	1
FAM219A	A0AAA9TPV3	ENSG00000164970	ENST00000651358	ENSMUSG00000028439	-2.86165335385083	-0.134549067185077	0.656783293287671	0.782695389838803	TRUE	TRUE	1
NUDT2	Q29RJ1	ENSG00000164978	ENST00000379158	ENSMUSG00000028443	2.60100579497506	3.4189650142157	0.249429751328947	0.83519869319528	TRUE	TRUE	1
TMEM65	Q0VCH8	ENSG00000164983	ENST00000297632	ENSMUSG00000062373	2.43985165318693	-0.907666664540288	0.504634557459459	0.394309004474243	TRUE	TRUE	1
PSIP1	Q8MJG1	ENSG00000164985	ENST00000380733	ENSMUSG00000028484	4.13790135281914	3.63410988201325	0.894518890012987	0.835735522585094	TRUE	TRUE	1
UBAP1	A0A3Q1N8U1	ENSG00000165006	ENST00000297661	ENSMUSG00000028437	-4.08541873082185	-5.16516640783175	-0.353068301710526	-0.300611159137155	TRUE	TRUE	1
SYK	A0A3Q1MHG9	ENSG00000165025	ENST00000375754	ENSMUSG00000021457	2.43215642065318	-1.21347245254844	-0.186616598863636	0.418480764403085	TRUE	TRUE	1
NFIL3	Q08D88	ENSG00000165030	ENST00000297689	ENSMUSG00000056749	-12.3406424429036	-9.13571387054783	0.189634593986667	0.169885346193999	TRUE	TRUE	1
LETM2	A0AAA9TTD8	ENSG00000165046	ENST00000379957	ENSMUSG00000005299	-3.89969974265934	2.72989704034625	-0.172070800607143	0.21414725304174	TRUE	TRUE	1
FXN	Q05B87	ENSG00000165060	ENST00000484259	ENSMUSG00000059363	1.95943659255773	1.7697866110424	0.591561437613333	0.356432951329166	TRUE	TRUE	1
KDM1B	A0A3Q1LGR3	ENSG00000165097	ENST00000650836	ENSMUSG00000038080	6.00862784559222	1.68838581472781	-0.0578373732297297	0.165684444068425	TRUE	TRUE	1
HGSNAT	A0A3Q1NK32	ENSG00000165102	ENST00000379644	ENSMUSG00000037260	3.57513580956258	5.65666597363711	0.0529717329452055	0.22126878706418	TRUE	TRUE	1
GKAP1	Q32LE2	ENSG00000165113	ENST00000376371	ENSMUSG00000021552	-1.30312023857531	2.62532946873029	-0.161571920327869	-0.231407812093319	TRUE	TRUE	1
KIF27	E1BNN5	ENSG00000165115	ENST00000297814	ENSMUSG00000050382	-3.7406725221085	-3.5871688284274	-1.08418233909434	-0.494525397970139	TRUE	TRUE	1
HNRNPK	Q3T0D0	ENSG00000165119	ENST00000376263	ENSMUSG00000021546	6.00225695602649	3.80706449678764	1.77172105702564	1.84561965585783	TRUE	TRUE	1
ZHX1	A8KC64	ENSG00000165156	ENST00000395571	ENSMUSG00000022361	-1.71617925484875	-1.25145391245565	-0.873607621816901	-0.702578723336045	TRUE	TRUE	1
DYNLT3	A6QLR8	ENSG00000165169	ENST00000378578	ENSMUSG00000031176	6.74274816900718	8.34019125601786	1.0829396254	1.15703944431861	TRUE	TRUE	1
MID1IP1	Q08E46	ENSG00000165175	ENST00000614558	ENSMUSG00000008035	-7.70739001393778	-6.26676518971079	0.608346735418919	0.808577514067611	TRUE	TRUE	1
KIAA1958	E1BMJ6	ENSG00000165185	ENST00000337530	ENSMUSG00000045071	-4.56767588430926	-3.02082877730689	-0.472116702492308	-0.585753926249425	TRUE	TRUE	1
PIGA	E1B7B9	ENSG00000165195	ENST00000333590	ENSMUSG00000031381	-2.92178947344433	-3.7996366354926	-0.331611513676056	-0.390047696589327	TRUE	TRUE	1
GAPVD1	A0ABI0P1Y7	ENSG00000165219	ENST00000297933	ENSMUSG00000026867	-1.95641855633067	-0.716135461797123	0.255333956613333	0.32512423618927	TRUE	TRUE	1
CARD19	Q58D91	ENSG00000165233	ENST00000375464	ENSMUSG00000037960	3.64149301383702	3.40615105287595	0.31587056575641	0.00556775475280575	TRUE	TRUE	1
ATP7A	A0A3Q1ML70	ENSG00000165240	ENST00000341514	ENSMUSG00000033792	0.477777598593169	-0.84702513794375	0.0622104072028986	0.363935566957507	TRUE	TRUE	1
ZNF367	A0ABI0NTP8	ENSG00000165244	ENST00000375256	ENSMUSG00000044934	-9.99867277268666	-6.85667437924313	0.198829672791667	-0.0447798099567245	TRUE	TRUE	1
HDX	A0A3Q1NJD2	ENSG00000165259	ENST00000373177	ENSMUSG00000034551	-5.42522114269265	-3.12081257562558	-0.0791354250588235	0.00977462566190177	TRUE	TRUE	1
NOL6	A5PJU0	ENSG00000165271	ENST00000297990	ENSMUSG00000028430	0.737700296094306	1.96508516619508	0.140500927649351	0.733116813754585	TRUE	TRUE	1
AQP3	Q08DE6	ENSG00000165272	ENST00000297991	ENSMUSG00000028435	4.8565244120626	0.807624892347809	0.839952224590909	1.25420595649721	TRUE	TRUE	1
TRMT10B	A0AAA9SJH2	ENSG00000165275	ENST00000297994	ENSMUSG00000035601	-0.0475798607123866	-0.854472102153225	-0.329025583455882	-0.140527308648749	TRUE	TRUE	1
VCP	G3X757	ENSG00000165280	ENST00000358901	ENSMUSG00000028452	3.80339158635118	2.80581198979885	1.26200895876923	1.51601744838487	TRUE	TRUE	1
PIGO	E1BPZ8	ENSG00000165282	ENST00000378617	ENSMUSG00000028454	3.75706724856202	0.836115925589423	0.220872526586667	-0.309942653647184	TRUE	TRUE	1
STOML2	A5PJA6	ENSG00000165283	ENST00000356493	ENSMUSG00000028455	7.56772722157231	3.98372788371362	0.591319621576923	0.470573657754354	TRUE	TRUE	1
MELK	A0A3S5ZPR2	ENSG00000165304	ENST00000298048	ENSMUSG00000035683	0.473373240366288	0.367106599977833	0.0718240080571429	0.686688049812249	TRUE	TRUE	1
ARHGAP12	A0A3Q1M6Y9	ENSG00000165322	ENST00000344936	ENSMUSG00000041225	-4.97495940645789	-4.050377521853	-0.29957015271831	0.0058200938475763	TRUE	TRUE	1
HECTD2	F1N7A0	ENSG00000165338	ENST00000298068	ENSMUSG00000041180	-0.821621795245953	-0.262906879221726	-0.501479524322581	-0.337121441115499	TRUE	TRUE	1
FBXO33	E1BJA6	ENSG00000165355	ENST00000298097	ENSMUSG00000035329	-6.35427359973362	-4.66040900304375	0.116536240958904	0.0712962843923093	TRUE	TRUE	1
INTS6L	E1BG98	ENSG00000165359	ENST00000639893	ENSMUSG00000035967	-2.20037580826311	-2.02818115913069	-0.791662532842105	-0.756822244436469	TRUE	TRUE	1
