transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ENSBTAT00000127195	ENSBTAG00000002286	-	full	1158	1096	26	113	139	47	0.023722627737226276	0.1031021897810219	0.12682481751824817	0.04288321167883212	0.18705035971223022
ENSBTAT00000071484	ENSBTAG00000002296	-	full	1455	1214	31	76	107	18	0.025535420098846788	0.06260296540362438	0.08813838550247118	0.014827018121911038	0.2897196261682243
ENSBTAT00000055723	ENSBTAG00000004161	+	full	570	474	11	28	39	14	0.023206751054852322	0.05907172995780591	0.08227848101265822	0.029535864978902954	0.28205128205128205
ENSBTAT00000005204	ENSBTAG00000003986	+	full	954	859	11	51	62	14	0.012805587892898719	0.059371362048894066	0.07217694994179279	0.01629802095459837	0.1774193548387097
ENSBTAT00000138226	ENSBTAG00000075936	+	full	969	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000105174	ENSBTAG00000051779	-	full	681	461	16	44	60	21	0.03470715835140998	0.09544468546637744	0.1301518438177874	0.0455531453362256	0.26666666666666666
ENSBTAT00000029015	ENSBTAG00000021766	-	full	627	595	5	61	66	9	0.008403361344537815	0.10252100840336134	0.11092436974789915	0.015126050420168067	0.07575757575757576
ENSBTAT00000001897	ENSBTAG00000001449	-	full	681	419	11	32	43	8	0.026252983293556086	0.07637231503579953	0.1026252983293556	0.01909307875894988	0.2558139534883721
ENSBTAT00000106849	ENSBTAG00000030584	+	full	975	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000020018	ENSBTAG00000015041	-	full	300	158	3	12	15	3	0.0189873417721519	0.0759493670886076	0.0949367088607595	0.0189873417721519	0.2
ENSBTAT00000020021	ENSBTAG00000015042	+	full	1149	780	11	55	66	17	0.014102564102564103	0.07051282051282051	0.08461538461538462	0.021794871794871794	0.16666666666666666
ENSBTAT00000107162	ENSBTAG00000018847	-	full	1710	1408	33	125	158	57	0.0234375	0.08877840909090909	0.11221590909090909	0.040482954545454544	0.2088607594936709
ENSBTAT00000123746	ENSBTAG00000025212	+	full	1539	1429	32	127	159	59	0.02239328201539538	0.08887333799860042	0.1112666200139958	0.041287613715885234	0.20125786163522014
ENSBTAT00000023086	ENSBTAG00000017360	-	full	1287	1167	22	82	104	40	0.018851756640959727	0.0702656383890317	0.08911739502999143	0.03427592116538132	0.21153846153846154
ENSBTAT00000097401	ENSBTAG00000012518	-	full	3714	3269	57	197	254	83	0.01743652493117161	0.06026307739369838	0.07769960232486998	0.025390027531355153	0.22440944881889763
ENSBTAT00000068755	ENSBTAG00000005249	+	full	1584	1419	34	153	187	52	0.023960535588442564	0.10782241014799154	0.13178294573643412	0.036645525017618044	0.18181818181818182
ENSBTAT00000010347	ENSBTAG00000007865	-	full	969	818	12	56	68	24	0.014669926650366748	0.06845965770171149	0.08312958435207823	0.029339853300733496	0.17647058823529413
ENSBTAT00000069512	ENSBTAG00000047747	+	full	693	645	11	54	65	23	0.017054263565891473	0.08372093023255814	0.10077519379844961	0.03565891472868217	0.16923076923076924
ENSBTAT00000104366	ENSBTAG00000008250	-	full	1320	323	3	26	29	5	0.009287925696594427	0.0804953560371517	0.08978328173374613	0.015479876160990712	0.10344827586206896
ENSBTAT00000075058	ENSBTAG00000027151	+	full	2448	2309	45	207	252	62	0.0194889562581204	0.08964919878735383	0.10913815504547424	0.026851450844521438	0.17857142857142858
ENSBTAT00000077017	ENSBTAG00000019472	-	full	2349	2146	48	209	257	85	0.022367194780987885	0.09739049394221808	0.11975768872320597	0.03960857409133271	0.1867704280155642
ENSBTAT00000016956	ENSBTAG00000012758	-	full	774	561	16	54	70	21	0.0285204991087344	0.0962566844919786	0.12477718360071301	0.0374331550802139	0.22857142857142856
ENSBTAT00000086468	ENSBTAG00000011642	+	full	3207	3043	85	279	364	124	0.027932960893854747	0.09168583634571147	0.11961879723956621	0.040749260598093986	0.23351648351648352
ENSBTAT00000067382	ENSBTAG00000003259	+	full	3354	3102	85	292	377	117	0.02740167633784655	0.09413281753707285	0.12153449387491941	0.037717601547388784	0.22546419098143236
ENSBTAT00000014091	ENSBTAG00000010661	-	full	2055	1916	35	127	162	41	0.01826722338204593	0.0662839248434238	0.08455114822546973	0.02139874739039666	0.21604938271604937
ENSBTAT00000027060	ENSBTAG00000020303	+	full	3600	3371	67	280	347	156	0.01987540789083358	0.08306140611094631	0.10293681400177988	0.0462770691189558	0.1930835734870317
ENSBTAT00000128200	ENSBTAG00000002144	+	full	1257	1257	26	84	110	33	0.020684168655529037	0.06682577565632458	0.08750994431185362	0.026252983293556086	0.23636363636363636
ENSBTAT00000070131	ENSBTAG00000004896	+	full	2055	1799	33	173	206	37	0.018343524180100056	0.09616453585325181	0.11450806003335186	0.02056698165647582	0.16019417475728157
ENSBTAT00000082956	ENSBTAG00000019948	+	full	2382	2308	43	199	242	64	0.018630849220103985	0.08622183708838821	0.1048526863084922	0.02772963604852686	0.17768595041322313
ENSBTAT00000111708	ENSBTAG00000019950	+	full	675	260	7	20	27	12	0.026923076923076925	0.07692307692307693	0.10384615384615385	0.046153846153846156	0.25925925925925924
ENSBTAT00000026577	ENSBTAG00000019951	+	full	1719	1010	25	59	84	22	0.024752475247524754	0.05841584158415842	0.08316831683168317	0.02178217821782178	0.2976190476190476
ENSBTAT00000086663	ENSBTAG00000005326	-	full	1143	1040	23	99	122	42	0.022115384615384617	0.09519230769230769	0.11730769230769231	0.04038461538461539	0.1885245901639344
ENSBTAT00000134446	ENSBTAG00000012943	+	full	3186	3035	57	235	292	65	0.018780889621087316	0.07742998352553541	0.09621087314662273	0.0214168039538715	0.1952054794520548
ENSBTAT00000019462	ENSBTAG00000014615	+	full	2205	634	12	66	78	29	0.01892744479495268	0.10410094637223975	0.12302839116719243	0.04574132492113565	0.15384615384615385
ENSBTAT00000035157	ENSBTAG00000012768	+	full	3771	3253	67	267	334	104	0.0205963725791577	0.08207808177067323	0.10267445434983093	0.03197048877958807	0.20059880239520958
ENSBTAT00000061140	ENSBTAG00000002804	-	full	3354	3126	58	207	265	72	0.018554062699936022	0.06621880998080615	0.08477287268074216	0.023032629558541268	0.2188679245283019
ENSBTAT00000016824	ENSBTAG00000001692	+	full	2649	2479	48	153	201	45	0.01936264622831787	0.06171843485276321	0.08108108108108109	0.018152480839048003	0.23880597014925373
ENSBTAT00000018267	ENSBTAG00000013744	+	full	3387	2695	58	162	220	42	0.021521335807050092	0.060111317254174394	0.08163265306122448	0.015584415584415584	0.2636363636363636
ENSBTAT00000020755	ENSBTAG00000015625	-	full	1404	1140	26	111	137	43	0.02280701754385965	0.09736842105263158	0.12017543859649123	0.037719298245614034	0.1897810218978102
ENSBTAT00000013855	ENSBTAG00000010487	+	full	183	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000035145	ENSBTAG00000025124	-	full	1842	212	8	19	27	7	0.03773584905660377	0.08962264150943396	0.12735849056603774	0.0330188679245283	0.2962962962962963
ENSBTAT00000016836	ENSBTAG00000012671	-	full	1899	1814	50	161	211	50	0.027563395810363836	0.08875413450937156	0.1163175303197354	0.027563395810363836	0.23696682464454977
ENSBTAT00000069517	ENSBTAG00000014809	-	full	2256	2146	37	165	202	67	0.017241379310344827	0.07688723205964586	0.09412861136999068	0.031220876048462257	0.18316831683168316
ENSBTAT00000029099	ENSBTAG00000021829	+	full	552	346	3	27	30	20	0.008670520231213872	0.07803468208092486	0.08670520231213873	0.057803468208092484	0.1
ENSBTAT00000120446	ENSBTAG00000016094	+	full	1431	1109	15	62	77	28	0.013525698827772768	0.05590622182146077	0.06943192064923355	0.025247971145175834	0.19480519480519481
ENSBTAT00000019758	ENSBTAG00000014835	-	full	1011	932	13	81	94	16	0.013948497854077254	0.08690987124463519	0.10085836909871244	0.017167381974248927	0.13829787234042554
ENSBTAT00000010982	ENSBTAG00000008340	-	full	207	201	2	18	20	7	0.009950248756218905	0.08955223880597014	0.09950248756218906	0.03482587064676617	0.1
ENSBTAT00000125313	ENSBTAG00000020309	+	full	1515	1258	31	106	137	59	0.0246422893481717	0.08426073131955485	0.10890302066772654	0.04689984101748808	0.22627737226277372
ENSBTAT00000071695	ENSBTAG00000017078	-	full	1581	1429	25	153	178	66	0.01749475157452764	0.10706787963610917	0.1245626312106368	0.04618614415675298	0.1404494382022472
ENSBTAT00000022712	ENSBTAG00000017079	+	full	1089	245	1	20	21	11	0.004081632653061225	0.08163265306122448	0.08571428571428572	0.044897959183673466	0.047619047619047616
ENSBTAT00000048360	ENSBTAG00000034113	+	full	1812	1603	37	116	153	41	0.023081721771678103	0.07236431690580163	0.09544603867747972	0.025577043044291953	0.24183006535947713
ENSBTAT00000005222	ENSBTAG00000004000	+	full	549	370	9	28	37	12	0.024324324324324326	0.07567567567567568	0.1	0.032432432432432434	0.24324324324324326
ENSBTAT00000105923	ENSBTAG00000008443	+	full	3438	3184	77	265	342	81	0.024183417085427136	0.08322864321608041	0.10741206030150753	0.02543969849246231	0.22514619883040934
ENSBTAT00000016027	ENSBTAG00000012086	+	full	879	679	18	57	75	23	0.026509572901325478	0.08394698085419734	0.11045655375552282	0.033873343151693665	0.24
ENSBTAT00000016037	ENSBTAG00000012095	-	full	4530	4312	107	390	497	149	0.02481447124304267	0.09044526901669758	0.11525974025974026	0.03455473098330241	0.2152917505030181
ENSBTAT00000128718	ENSBTAG00000050263	-	full	702	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000111012	ENSBTAG00000008916	+	full	3951	3733	83	302	385	104	0.022234128047147066	0.08090008036431824	0.10313420841146531	0.027859630324136082	0.21558441558441557
ENSBTAT00000005003	ENSBTAG00000003836	-	full	2721	2617	52	212	264	62	0.019870080244554833	0.08100878868933893	0.10087886893389378	0.023691249522353842	0.19696969696969696
ENSBTAT00000013678	ENSBTAG00000010359	+	full	1107	895	25	82	107	33	0.027932960893854747	0.09162011173184358	0.11955307262569832	0.03687150837988827	0.2336448598130841
ENSBTAT00000013683	ENSBTAG00000010363	+	full	1080	619	3	34	37	7	0.004846526655896607	0.05492730210016155	0.05977382875605816	0.011308562197092083	0.08108108108108109
ENSBTAT00000021559	ENSBTAG00000016199	-	full	1932	1535	32	137	169	65	0.020846905537459284	0.08925081433224756	0.11009771986970684	0.04234527687296417	0.1893491124260355
ENSBTAT00000090632	ENSBTAG00000037508	-	full	1905	1823	35	122	157	49	0.019199122325836534	0.06692265496434449	0.08612177729018101	0.026878771256171146	0.2229299363057325
ENSBTAT00000056189	ENSBTAG00000025099	-	full	2124	1576	33	118	151	48	0.020939086294416244	0.07487309644670051	0.09581218274111675	0.030456852791878174	0.2185430463576159
ENSBTAT00000011999	ENSBTAG00000009103	+	full	957	879	10	92	102	59	0.011376564277588168	0.10466439135381114	0.11604095563139932	0.0671217292377702	0.09803921568627451
ENSBTAT00000013634	ENSBTAG00000010321	+	full	879	695	13	88	101	28	0.01870503597122302	0.12661870503597122	0.14532374100719425	0.04028776978417266	0.12871287128712872
ENSBTAT00000128614	ENSBTAG00000010341	-	full	2265	534	7	31	38	8	0.013108614232209739	0.05805243445692884	0.07116104868913857	0.0149812734082397	0.18421052631578946
ENSBTAT00000110281	ENSBTAG00000046343	-	full	1317	849	20	56	76	18	0.023557126030624265	0.06595995288574794	0.0895170789163722	0.02120141342756184	0.2631578947368421
ENSBTAT00000134614	ENSBTAG00000030282	-	full	1785	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000130978	ENSBTAG00000012184	+	full	660	530	8	53	61	18	0.01509433962264151	0.1	0.11509433962264151	0.033962264150943396	0.13114754098360656
ENSBTAT00000149476	ENSBTAG00000006607	+	full	888	841	21	90	111	46	0.02497027348394768	0.1070154577883472	0.13198573127229488	0.054696789536266346	0.1891891891891892
ENSBTAT00000103859	ENSBTAG00000012350	+	full	1194	973	16	87	103	36	0.01644398766700925	0.08941418293936279	0.10585817060637205	0.03699897225077081	0.1553398058252427
ENSBTAT00000019472	ENSBTAG00000013880	+	full	3321	3204	85	268	353	73	0.026529338327091135	0.08364544319600499	0.11017478152309614	0.02278401997503121	0.24079320113314448
ENSBTAT00000100286	ENSBTAG00000014626	+	full	2094	1934	34	195	229	98	0.017580144777662874	0.10082730093071354	0.11840744570837643	0.050672182006204755	0.14847161572052403
ENSBTAT00000028751	ENSBTAG00000021577	+	full	4641	4426	70	446	516	268	0.015815634884771803	0.10076818798011748	0.11658382286488929	0.0605512878445549	0.13565891472868216
ENSBTAT00000094300	ENSBTAG00000007681	-	full	639	544	11	44	55	22	0.02022058823529412	0.08088235294117647	0.10110294117647059	0.04044117647058824	0.2
ENSBTAT00000064097	ENSBTAG00000005265	+	full	900	647	16	74	90	29	0.02472952086553323	0.1143740340030912	0.1391035548686244	0.04482225656877898	0.17777777777777778
ENSBTAT00000018404	ENSBTAG00000013856	-	full	1110	1030	20	83	103	33	0.019417475728155338	0.08058252427184466	0.1	0.03203883495145631	0.1941747572815534
ENSBTAT00000055060	ENSBTAG00000039591	-	full	219	98	2	6	8	2	0.02040816326530612	0.061224489795918366	0.08163265306122448	0.02040816326530612	0.25
ENSBTAT00000066841	ENSBTAG00000014906	+	full	10146	9968	154	897	1051	427	0.01544943820224719	0.08998796147672553	0.10543739967897271	0.042837078651685394	0.14652711703139867
ENSBTAT00000078614	ENSBTAG00000044033	-	full	1443	1243	32	123	155	49	0.02574416733708769	0.09895414320193081	0.1246983105390185	0.039420756234915526	0.2064516129032258
ENSBTAT00000052050	ENSBTAG00000039555	+	full	192	154	2	14	16	4	0.012987012987012988	0.09090909090909091	0.1038961038961039	0.025974025974025976	0.125
ENSBTAT00000012583	ENSBTAG00000009565	+	full	3135	3001	49	271	320	132	0.016327890703098966	0.09030323225591469	0.10663112295901367	0.04398533822059313	0.153125
ENSBTAT00000109878	ENSBTAG00000009566	-	full	1014	822	10	86	96	37	0.012165450121654502	0.10462287104622871	0.11678832116788321	0.045012165450121655	0.10416666666666667
ENSBTAT00000011171	ENSBTAG00000008484	-	full	1464	1136	26	102	128	46	0.022887323943661973	0.0897887323943662	0.11267605633802817	0.040492957746478875	0.203125
ENSBTAT00000102406	ENSBTAG00000020701	-	full	1452	1080	13	80	93	42	0.012037037037037037	0.07407407407407407	0.08611111111111111	0.03888888888888889	0.13978494623655913
ENSBTAT00000019111	ENSBTAG00000014373	-	full	504	410	4	47	51	38	0.00975609756097561	0.11463414634146342	0.12439024390243902	0.09268292682926829	0.0784313725490196
ENSBTAT00000018096	ENSBTAG00000013612	-	full	840	404	8	20	28	4	0.019801980198019802	0.04950495049504951	0.06930693069306931	0.009900990099009901	0.2857142857142857
ENSBTAT00000119258	ENSBTAG00000044077	+	full	963	826	12	107	119	39	0.014527845036319613	0.12953995157384987	0.1440677966101695	0.04721549636803874	0.10084033613445378
ENSBTAT00000039933	ENSBTAG00000027713	-	full	921	205	5	20	25	9	0.024390243902439025	0.0975609756097561	0.12195121951219512	0.04390243902439024	0.2
ENSBTAT00000009364	ENSBTAG00000007116	-	full	1245	1138	18	112	130	46	0.015817223198594025	0.0984182776801406	0.11423550087873462	0.040421792618629174	0.13846153846153847
ENSBTAT00000023401	ENSBTAG00000017599	+	full	1275	944	32	52	84	6	0.03389830508474576	0.05508474576271186	0.08898305084745763	0.006355932203389831	0.38095238095238093
ENSBTAT00000073062	ENSBTAG00000050195	-	full	1251	1058	24	115	139	61	0.022684310018903593	0.10869565217391304	0.13137996219281664	0.057655954631379965	0.17266187050359713
ENSBTAT00000091395	ENSBTAG00000006107	+	full	3528	2999	58	323	381	155	0.019339779926642216	0.10770256752250751	0.12704234744914972	0.051683894631543846	0.15223097112860892
ENSBTAT00000073730	ENSBTAG00000009131	-	full	5319	5194	132	514	646	215	0.025413939160569887	0.09896033885252215	0.12437427801309203	0.04139391605698883	0.2043343653250774
ENSBTAT00000050739	ENSBTAG00000036242	+	full	477	163	2	19	21	9	0.012269938650306749	0.1165644171779141	0.12883435582822086	0.05521472392638037	0.09523809523809523
ENSBTAT00000005786	ENSBTAG00000004413	+	full	1836	1670	29	147	176	57	0.017365269461077845	0.08802395209580838	0.10538922155688622	0.03413173652694611	0.16477272727272727
ENSBTAT00000093903	ENSBTAG00000007214	-	full	2055	1888	41	172	213	72	0.021716101694915255	0.09110169491525423	0.1128177966101695	0.038135593220338986	0.19248826291079812
ENSBTAT00000089274	ENSBTAG00000013557	-	full	2859	2653	58	217	275	106	0.02186204297022239	0.08179419525065963	0.10365623822088202	0.03995476818695816	0.2109090909090909
ENSBTAT00000001164	ENSBTAG00000039275	+	full	2868	2674	55	248	303	114	0.02056843679880329	0.09274495138369485	0.11331338818249813	0.04263275991024682	0.18151815181518152
ENSBTAT00000079807	ENSBTAG00000019900	+	full	3168	2986	71	258	329	114	0.023777628935030142	0.08640321500334897	0.1101808439383791	0.038178164768921635	0.21580547112462006
ENSBTAT00000132639	ENSBTAG00000064347	+	full	1470	751	12	50	62	18	0.015978695073235686	0.06657789613848203	0.08255659121171771	0.023968042609853527	0.1935483870967742
ENSBTAT00000034967	ENSBTAG00000020860	-	full	5433	5037	121	623	744	288	0.024022235457613658	0.12368473297597776	0.14770696843359143	0.05717689100655152	0.16263440860215053
ENSBTAT00000063075	ENSBTAG00000045909	+	full	582	528	5	26	31	12	0.00946969696969697	0.04924242424242424	0.058712121212121215	0.022727272727272728	0.16129032258064516
ENSBTAT00000094937	ENSBTAG00000021445	-	full	1080	747	11	60	71	37	0.014725568942436412	0.08032128514056225	0.09504685408299866	0.049531459170013385	0.15492957746478872
ENSBTAT00000081395	ENSBTAG00000012387	+	full	2919	2693	49	229	278	74	0.0181953212031192	0.0850352766431489	0.1032305978462681	0.027478648347567768	0.17625899280575538
ENSBTAT00000053077	ENSBTAG00000021471	-	full	1566	1241	28	110	138	57	0.022562449637389202	0.088638195004029	0.11120064464141821	0.04593070104754231	0.2028985507246377
ENSBTAT00000039965	ENSBTAG00000027728	-	full	1389	1228	22	127	149	57	0.017915309446254073	0.10342019543973942	0.12133550488599348	0.046416938110749185	0.1476510067114094
ENSBTAT00000080646	ENSBTAG00000016515	-	full	918	515	6	39	45	13	0.011650485436893204	0.07572815533980583	0.08737864077669903	0.02524271844660194	0.13333333333333333
ENSBTAT00000060973	ENSBTAG00000003051	+	full	2343	2150	58	217	275	111	0.026976744186046512	0.10093023255813953	0.12790697674418605	0.05162790697674419	0.2109090909090909
ENSBTAT00000074499	ENSBTAG00000021675	-	full	2130	1954	44	190	234	88	0.022517911975435005	0.09723643807574207	0.11975435005117707	0.04503582395087001	0.18803418803418803
ENSBTAT00000042616	ENSBTAG00000025029	+	full	3507	3384	80	289	369	150	0.02364066193853428	0.08540189125295508	0.10904255319148937	0.044326241134751775	0.21680216802168023
ENSBTAT00000102044	ENSBTAG00000009667	+	full	1458	829	18	50	68	15	0.021712907117008445	0.06031363088057901	0.08202653799758745	0.018094089264173704	0.2647058823529412
ENSBTAT00000086155	ENSBTAG00000035662	+	full	1392	931	13	91	104	31	0.013963480128893663	0.09774436090225563	0.11170784103114931	0.03329752953813104	0.125
ENSBTAT00000096381	ENSBTAG00000045886	-	full	627	347	8	31	39	18	0.023054755043227664	0.0893371757925072	0.11239193083573487	0.05187319884726225	0.20512820512820512
ENSBTAT00000029363	ENSBTAG00000022013	-	full	714	485	7	37	44	25	0.01443298969072165	0.07628865979381444	0.09072164948453608	0.05154639175257732	0.1590909090909091
ENSBTAT00000001976	ENSBTAG00000001508	-	full	2526	2307	43	136	179	37	0.018638925010836586	0.05895101863892501	0.0775899436497616	0.016038144776766364	0.24022346368715083
ENSBTAT00000117945	ENSBTAG00000026915	-	full	3753	3656	88	408	496	171	0.024070021881838075	0.11159737417943107	0.13566739606126915	0.04677242888402626	0.1774193548387097
ENSBTAT00000122130	ENSBTAG00000020130	+	full	2601	2392	34	171	205	75	0.014214046822742474	0.07148829431438126	0.08570234113712374	0.031354515050167224	0.16585365853658537
ENSBTAT00000026034	ENSBTAG00000019539	-	full	1203	242	2	15	17	6	0.008264462809917356	0.06198347107438017	0.07024793388429752	0.024793388429752067	0.11764705882352941
ENSBTAT00000125808	ENSBTAG00000016845	+	full	1980	1786	41	162	203	67	0.02295632698768197	0.09070548712206047	0.11366181410974244	0.037513997760358346	0.2019704433497537
ENSBTAT00000020096	ENSBTAG00000015101	-	full	630	421	4	52	56	6	0.009501187648456057	0.12351543942992874	0.1330166270783848	0.014251781472684086	0.07142857142857142
ENSBTAT00000020692	ENSBTAG00000015578	+	full	663	490	8	39	47	14	0.0163265306122449	0.07959183673469387	0.09591836734693877	0.02857142857142857	0.1702127659574468
ENSBTAT00000008831	ENSBTAG00000006715	-	full	960	722	18	64	82	32	0.024930747922437674	0.0886426592797784	0.11357340720221606	0.0443213296398892	0.21951219512195122
ENSBTAT00000108851	ENSBTAG00000020055	+	full	1326	1065	15	121	136	69	0.014084507042253521	0.1136150234741784	0.12769953051643193	0.0647887323943662	0.11029411764705882
ENSBTAT00000027024	ENSBTAG00000025942	-	full	801	612	13	48	61	25	0.021241830065359478	0.0784313725490196	0.09967320261437909	0.04084967320261438	0.21311475409836064
ENSBTAT00000143456	ENSBTAG00000012442	+	full	1062	1003	18	83	101	20	0.01794616151545364	0.08275174476570289	0.10069790628115653	0.019940179461615155	0.1782178217821782
ENSBTAT00000142169	ENSBTAG00000003726	-	full	1776	1562	48	131	179	54	0.030729833546734954	0.08386683738796415	0.11459667093469911	0.034571062740076826	0.2681564245810056
ENSBTAT00000084663	ENSBTAG00000010819	-	full	1335	1147	33	92	125	39	0.02877070619006103	0.08020924149956409	0.10897994768962511	0.03400174367916303	0.264
ENSBTAT00000011645	ENSBTAG00000008844	-	full	2760	2500	48	160	208	48	0.0192	0.064	0.0832	0.0192	0.23076923076923078
ENSBTAT00000154391	ENSBTAG00000034626	+	full	1023	1023	36	84	120	33	0.03519061583577713	0.08211143695014662	0.11730205278592376	0.03225806451612903	0.3
ENSBTAT00000083451	ENSBTAG00000000536	+	full	1677	1515	35	103	138	19	0.0231023102310231	0.06798679867986798	0.09108910891089109	0.012541254125412541	0.2536231884057971
ENSBTAT00000028055	ENSBTAG00000021069	+	full	975	725	10	71	81	47	0.013793103448275862	0.09793103448275862	0.11172413793103449	0.06482758620689655	0.12345679012345678
ENSBTAT00000008606	ENSBTAG00000006551	-	full	1833	1650	35	197	232	83	0.021212121212121213	0.1193939393939394	0.1406060606060606	0.0503030303030303	0.15086206896551724
ENSBTAT00000008601	ENSBTAG00000006547	+	full	783	703	12	76	88	33	0.017069701280227598	0.10810810810810811	0.1251778093883357	0.04694167852062589	0.13636363636363635
ENSBTAT00000134266	ENSBTAG00000007657	-	full	1821	1319	36	80	116	20	0.027293404094010616	0.060652009097801364	0.08794541319181198	0.015163002274450341	0.3103448275862069
ENSBTAT00000007324	ENSBTAG00000005574	+	full	1320	1260	39	93	132	36	0.030952380952380953	0.07380952380952381	0.10476190476190476	0.02857142857142857	0.29545454545454547
ENSBTAT00000118216	ENSBTAG00000005905	+	full	3123	157	4	10	14	3	0.025477707006369428	0.06369426751592357	0.08917197452229299	0.01910828025477707	0.2857142857142857
ENSBTAT00000146048	ENSBTAG00000003366	+	full	3054	3054	69	311	380	112	0.022593320235756387	0.10183366077275705	0.12442698100851342	0.0366732154551408	0.18157894736842106
ENSBTAT00000100269	ENSBTAG00000000555	-	full	2700	2536	50	191	241	104	0.01971608832807571	0.07531545741324921	0.09503154574132493	0.04100946372239748	0.2074688796680498
ENSBTAT00000154686	ENSBTAG00000074689	+	full	1446	1209	23	103	126	45	0.01902398676592225	0.08519437551695616	0.10421836228287841	0.03722084367245657	0.18253968253968253
ENSBTAT00000137546	ENSBTAG00000000804	+	full	651	571	12	42	54	11	0.021015761821366025	0.07355516637478109	0.09457092819614711	0.01926444833625219	0.2222222222222222
ENSBTAT00000130931	ENSBTAG00000019568	-	full	1983	1814	63	197	260	93	0.034729878721058434	0.10859977949283352	0.14332965821389196	0.051267916207276734	0.2423076923076923
ENSBTAT00000153338	ENSBTAG00000013011	+	full	2391	1775	30	159	189	85	0.016901408450704224	0.0895774647887324	0.10647887323943662	0.04788732394366197	0.15873015873015872
ENSBTAT00000001617	ENSBTAG00000001223	+	full	1089	692	11	71	82	30	0.015895953757225433	0.10260115606936417	0.11849710982658959	0.04335260115606936	0.13414634146341464
ENSBTAT00000011273	ENSBTAG00000008551	+	full	630	29	0	0	0	1	0.0	0.0	0.0	0.034482758620689655	NA
ENSBTAT00000068501	ENSBTAG00000046348	+	full	1332	954	25	78	103	37	0.02620545073375262	0.08176100628930817	0.10796645702306079	0.03878406708595388	0.24271844660194175
ENSBTAT00000083400	ENSBTAG00000051567	+	full	966	655	11	44	55	15	0.016793893129770993	0.06717557251908397	0.08396946564885496	0.022900763358778626	0.2
ENSBTAT00000122768	ENSBTAG00000034220	+	full	483	407	8	19	27	4	0.019656019656019656	0.04668304668304668	0.06633906633906633	0.009828009828009828	0.2962962962962963
ENSBTAT00000095773	ENSBTAG00000012375	+	full	1854	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000018772	ENSBTAG00000014124	+	full	1704	1522	15	151	166	77	0.00985545335085414	0.09921156373193167	0.10906701708278581	0.05059132720105125	0.09036144578313253
ENSBTAT00000106309	ENSBTAG00000005718	+	full	1353	862	19	68	87	36	0.022041763341067284	0.07888631090487239	0.10092807424593968	0.04176334106728538	0.21839080459770116
ENSBTAT00000031479	ENSBTAG00000019843	+	full	2871	2759	58	284	342	144	0.021022109459949256	0.10293584632113084	0.1239579557810801	0.05219282348677057	0.1695906432748538
ENSBTAT00000031476	ENSBTAG00000033543	-	full	942	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000018755	ENSBTAG00000014103	-	full	1059	809	23	85	108	33	0.02843016069221261	0.10506798516687268	0.1334981458590853	0.0407911001236094	0.21296296296296297
ENSBTAT00000073760	ENSBTAG00000001847	-	full	4194	4060	128	494	622	205	0.03152709359605911	0.12167487684729064	0.15320197044334977	0.050492610837438424	0.2057877813504823
ENSBTAT00000090590	ENSBTAG00000007872	+	full	1635	1482	38	187	225	75	0.02564102564102564	0.1261808367071525	0.15182186234817813	0.05060728744939271	0.1688888888888889
ENSBTAT00000067019	ENSBTAG00000003943	+	full	1932	1791	42	187	229	65	0.023450586264656615	0.1044109436069235	0.12786152987158012	0.036292573981016193	0.18340611353711792
ENSBTAT00000076731	ENSBTAG00000006197	+	full	888	705	12	64	76	34	0.01702127659574468	0.09078014184397164	0.10780141843971631	0.04822695035460993	0.15789473684210525
ENSBTAT00000011234	ENSBTAG00000027442	+	full	1779	1599	40	120	160	47	0.025015634771732333	0.075046904315197	0.10006253908692933	0.029393370856785492	0.25
ENSBTAT00000081809	ENSBTAG00000043961	+	full	6147	6041	121	495	616	264	0.02002979639132594	0.08194007614633339	0.10196987253765932	0.04370137394471114	0.19642857142857142
ENSBTAT00000035504	ENSBTAG00000010431	-	full	681	256	1	19	20	2	0.00390625	0.07421875	0.078125	0.0078125	0.05
ENSBTAT00000106563	ENSBTAG00000043987	-	full	3162	2935	54	292	346	123	0.018398637137989778	0.09948892674616695	0.11788756388415673	0.041908006814310055	0.15606936416184972
ENSBTAT00000115297	ENSBTAG00000025903	+	full	3126	2932	59	238	297	83	0.020122783083219645	0.08117326057298772	0.10129604365620737	0.028308321964529332	0.19865319865319866
ENSBTAT00000027737	ENSBTAG00000020815	-	full	2409	2212	41	226	267	117	0.018535262206148283	0.10216998191681737	0.12070524412296564	0.05289330922242315	0.15355805243445692
